"PC1"	"PC2"	"PC3"	"PC4"	"PC5"
"Stard13"	0.0256285358428706	0.0025328620914848	0.00703153384843239	0.00399110486532983	-0.00103280510420094
"Slc25a29"	0.0256261103509896	-0.00434562672046284	0.00627597721345099	-0.00110432157419173	0.00165641351920041
"Duox1"	0.0256167166184662	0.00358948352394597	-0.00688166505440377	0.000776920234252774	-0.00142726075659253
"Hsd17b6"	0.0256065859076228	-0.00620716193594663	0.00106414333132645	0.00891247584099478	0.000590896643995838
"Atp13a2"	0.0256049688187864	0.00473474366011694	0.00467239051737845	-0.00828994284848377	-0.00241062927272949
"Srd5a1"	0.0256042998198125	-0.00462864746638074	0.00617252752114207	0.0024214408559205	4.35269100398643e-05
"Phgdh"	0.025600762707029	-0.00561545927586879	0.00455302979442777	-0.00575806770196653	0.000725444554126536
"Slc16a11"	0.0255994775986329	0.00623932017218894	-0.00375784594739	0.00520007277742959	-0.00339305050497414
"Aqp6"	0.0255830200733988	0.000530839023001593	0.00722068181184167	-0.00749797056694368	-0.00276223606945109
"Atp6v0a1"	0.0255711955594798	0.000540787517564385	0.00297368648588564	-0.0155759312403339	-0.00377200258559161
"Kcna6"	0.0255708823630988	-0.00587138227523367	0.00496829352078692	-0.00426286195579985	-0.00113364983874035
"Pik3cg"	0.0255696881637543	-0.0061868909711121	0.00413265176671523	0.00572925198247292	0.00245947541445971
"Apoc4"	0.0255629558428684	0.00669990419287828	0.000493251623852477	0.00870233576614993	0.00151179894242097
"Rpl13a"	0.0255588150617364	0.00192035150703674	-0.00787958607622474	0.00334689602136112	0.0111162902049403
"Slc11a1"	0.0255560665131515	0.00128193046944101	0.0065151423750143	-0.0101950118517625	-0.00100724579353097
"B4galt5"	0.0255541648658531	0.00307143075372561	-0.00692790270666657	0.00675517520473759	-0.000697422409692042
"Amy1"	0.0255537909209928	-0.00246098678794689	0.00707753236886469	0.00726325011983279	-0.000194571771242319
"Qsox2"	0.0255537239676433	-0.00687708181307982	0.0038843711857767	-0.00271450580493796	-0.00340961947406544
"Pank2"	0.025553513902785	0.00190957891630564	-0.00488401992148373	-0.0131693871434486	-0.000120639837188932
"Slc6a13"	0.0255509149956928	-0.00346440502326683	-0.00751402775408815	0.000283247311470654	-0.000392795252018742
"Pnpla2"	0.0255387157064247	-0.00646634897894885	0.00196669740478296	0.0093354170325708	-0.000581857737216548
"Pip4k2a"	0.0255366359177356	0.00058501585318922	-0.00793667128697619	0.00584602071075787	-0.00156582307980669
"Hlcs"	0.0255339113245775	-0.00529156205171468	-0.000602050439909379	-0.0129719204646608	-0.000918037709072565
"Mtrr"	0.0255277091405465	-0.00772779975655032	-0.00192831036412908	0.00320474303651474	-0.000189442860910747
"Slc44a1"	0.0255274993073979	-0.00689142785196145	0.00435493711728853	0.00188458718328762	-0.00271098849928288
"Slc6a16"	0.025523394946565	0.00273656255990079	-0.006809015777199	-0.00877599950493631	-0.000871030262173604
"Gstm1"	0.0255232757368181	-0.00478745193270123	0.00689083562404237	0.000905081755841921	0.00104583017521143
"Fn3krp"	0.0255221466698226	-0.00452453448252287	0.00464342868815731	-0.0109904369798356	-0.000797480548695291
"Chst4"	0.0255179164709939	0.00102145308276623	-0.0040551332193083	-0.015309678205335	0.00318724626004824
"Cacna1i"	0.0255158445620675	-0.00510933740687048	0.00561695493321878	0.00749692904359766	0.00226280737658786
"Nfkb1"	0.0255135620706523	0.00745780124611989	0.00336979522665044	-0.00214653248204973	0.000538639479283906
"Aco2"	0.0255093554420757	0.00457196571922324	-0.00293955025968084	-0.0133828507608906	-0.00269837172187828
"Clic4"	0.025496117471225	-0.00512975661663936	0.00647934949254068	0.00465998442880792	-0.000676521628270107
"Pgam5"	0.0254958598620143	0.00184361028615874	0.00763165147710962	0.00777072487860748	0.00120413474283218
"G6pc2"	0.0254952226429815	-0.0080065143991871	0.00220179927588633	-0.00127443193978933	0.000953522829436212
"Kcnh7"	0.0254942781234156	0.00399771748697997	0.0074883948407954	0.00344033747389507	-0.00123374251063909
"Dhcr24"	0.0254928738275882	0.00553558543150165	-0.00125543136624565	0.0131027305381391	0.00377770031952451
"Gba"	0.0254893119326369	0.00363163368453355	0.00789581428099673	0.00108414234620176	0.000510796921530181
"Aldh9a1"	0.025486037828592	-0.000910277717903999	0.00875628682460694	-0.000669115592470455	-0.000128377394935957
"Kcnq2"	0.0254786508600765	-0.00476252826579732	-0.00729150136119686	0.000875701558810916	0.00115328221594459
"Phyhd1"	0.0254785435479502	-0.00443073988560975	0.00605648421154586	0.00914767484020953	-1.29260430109946e-05
"Slc6a15"	0.02547370963166	-0.00408187611402635	0.00500044922703993	0.0121886009439695	-0.000548229449772978
"Ndufb2"	0.0254673205049619	0.00677105203145951	-0.00537257787094587	-0.00054536117956793	-0.000146271809748216
"Echdc3"	0.0254647090041236	-0.00428797896987172	0.00681206167523261	0.00747693653881519	0.00184177979494571
"Nat8l"	0.0254644627925697	-0.00274602569901354	-0.000879542824562672	-0.017220086527211	-0.00113187007587811
"Dhodh"	0.025458537481851	0.00829813052296354	-0.00199890327585771	0.00127285058014647	-0.00153952376817213
"Abcb4"	0.0254577385917724	-0.00540944061543969	0.00295841729611222	0.0128800612938463	-0.00118369689685032
"Lypla2"	0.0254524889325296	0.000276315882315869	-0.0064363612194135	-0.0129520152738353	-0.00123278847989967
"Pomt1"	0.0254519957441069	0.00671429925326456	0.00477906490877107	0.00605672488552034	0.00119434446718946
"Abcc8"	0.0254509051789667	-0.00115034370230691	-0.00676418978770562	0.0120304208228665	0.00248063352347034
"Entpd6"	0.0254489778235973	0.00335700613621474	-0.00742654439853589	-0.00777070468768219	-0.0017489784341682
"Mlxipl"	0.025442276577176	0.00494686372226925	0.00723033344212138	-0.00380775125144266	-0.00121789955881809
"Adcy4"	0.0254407954404161	0.00314345599984676	-0.00502847949141487	0.0139797375547026	0.00354370017589476
"Lipf"	0.0254351750883889	0.00501985894280765	0.000565372027534232	-0.0152071651300442	-0.00686076499269342
"Slc37a1"	0.0254281791464529	0.00699871886257935	0.00124558059338721	0.0109229578306322	-0.00194595106200737
"Nme4"	0.0254264678244793	0.00154881077277135	0.00883221878421712	-0.00419711584893845	0.00236904141376407
"Npc1l1"	0.0254254707072083	-0.00186481647855666	-0.00900694646896699	0.000348980244792869	-0.000833295206132271
"Plcd3"	0.0254243589674871	0.00852346240804482	-0.00201169568793965	-0.00101742356310342	0.00162278594044274
"Dhrs11"	0.0254239040710384	0.000707794938756971	0.00912724395333122	-0.00237210121648449	-0.00193563150192262
"Kynu"	0.0254230108185554	-0.00623715764774041	-0.00634932882074173	-0.00266752294715592	0.00158084921648572
"Rdh1"	0.0254098166545321	0.00726639443579023	0.0047528443530732	-0.00481156135352978	-0.000957894955601027
"Slc45a3"	0.0253996293073575	-0.0072008145938831	-0.00506581888770424	0.00445733992539531	-0.000933130903685462
"Nat9"	0.0253882260457996	-0.00372561846606691	-0.00795400706125336	-0.00671030909875524	0.00141167260742339
"Clic6"	0.0253801664978417	-0.00773481581792447	0.0014074587165819	-0.00955786308501387	0.000339790284308742
"Slc34a2"	0.0253775185291187	0.00603558217367333	-0.00701489502401526	-0.0020962170348245	-0.00107700584317266
"Cox7a2l"	0.0253723915836835	0.00425236295736926	-0.00828151662074667	-0.00336543225566909	-0.0018757359321259
"Lipa"	0.0253672411934028	-0.000337383930794975	0.00894669125524911	0.00703633984459459	0.00300715407200982
"Rdh16"	0.0253659625479561	-0.00423018452141075	-0.00741058529797832	0.00850821294423902	-0.000457979773749248
"Slc35a4"	0.0253651757047339	0.00309665179727472	-0.0081183035449076	0.00809373094544707	0.00162375939430496
"Alox12b"	0.0253607001359124	0.00912716466992372	-0.000265102395083187	0.00041778530785663	-0.0030751782982503
"Gls2"	0.0253535027808527	-0.00786981605885261	-0.00487916036027524	0.00200069213537078	0.000985757056095853
"Kcnc2"	0.0253443139053436	-0.00417863625094151	-0.00386307029273858	0.0158731458669152	0.0035351943035328
"Chst14"	0.0253440018375868	-0.00908778513158658	-0.000317099050384109	0.00342876888894708	-0.00101453424061844
"Chpf"	0.0253439079471902	-0.00849718443163474	-0.00113137409855768	0.00742085599270219	9.39592942045549e-05
"Kctd10"	0.0253401984410967	-0.00698346178331067	0.00630821991354409	0.00226280066565599	-0.00166894431561855
"Kcnk3"	0.0253299247018146	-0.00380602041974998	-0.00459080286795117	0.0157268807816112	0.00198430186688999
"Atp8b1"	0.0253215160477128	0.00615474854086501	-0.00029160144371176	0.0151822987474554	0.00189092348157258
"Aadacl3"	0.025318807023943	-0.0088382264434928	0.000724547554257926	-0.00658601221635734	-0.00218279541539205
"Npc2"	0.0253183252636017	-0.00758785606757766	0.00145488033950405	-0.0115007040226112	-0.000786108846576588
"Cacnb2"	0.0253126499988981	0.0074943781558547	0.00508253175318959	0.00654266540841967	-0.0027456735566112
"Lpgat1"	0.0253126363318728	0.00808088976764008	0.00446457238705636	0.00500234242760007	-0.00499473776933216
"Gpx3"	0.0253066202378208	0.0061801934444107	-0.00403890951276328	0.0129951675911626	-0.00257752057986949
"Atp5l"	0.0253019613142836	-0.00316538721226075	-0.00938226669576894	-0.00173741414321531	-0.000564993812811326
"Slc44a5"	0.0252931134118076	0.00562399141798513	-0.00517199217520353	-0.012751403639314	0.000720704614435712
"Cyp2c65"	0.0252909236831234	-0.000766088660842883	0.010028199514344	-0.00022265366743133	-0.00236640742484379
"Pemt"	0.0252813034870876	-0.000302608851026955	-0.00982043597700498	0.00493465058544142	0.00189333457902053
"Pla2g4e"	0.025273185387081	0.00249905361431623	-0.00923455229983781	0.0068114239201002	-0.00203441217633039
"Clcnkb"	0.0252589222948542	0.00432440820766651	0.00533920636051079	0.0152433535839151	9.42727786979349e-05
"Atp2b3"	0.0252535523168985	0.00120936536200931	0.0101598176269145	0.00189969373971179	-0.0126347706470068
"Aqp5"	0.0252527643043645	0.00884795159953328	0.00104125107289237	-0.0085618148444735	0.00158310277933971
"Acmsd"	0.0252456005361972	0.00832768366556087	-0.0020733960099809	0.0102441237540688	0.00166013302764161
"Sirt1"	0.0252391297572317	-0.00897975051912219	0.00252751935324056	0.00686372830033333	-0.0030911899768705
"Lbr"	0.0252388646240213	0.0093077592511729	0.000666802754298361	-0.00664741804222108	0.00172740559583413
"Atp6v0a2"	0.0252145417821253	-0.00279094008952932	-0.00977142103555833	0.00509993959672074	-0.00151280070497067
"Ndst2"	0.0251988859986741	0.00891093081586293	-0.00130513118745266	-0.00961459223051905	-0.0038975212845408
"Aqp12"	0.0251948167460991	-0.00509245613774057	0.00912427065711204	0.00162646203023255	-0.00143075018229798
"Nfkbia"	0.0251878216136764	-0.00800191897129452	0.00465453940061914	0.00927814208098782	0.000249615955194792
"Hgsnat"	0.0251849116930566	0.00487303089993423	0.00861057068774914	0.00746327985751278	-0.00306077235017332
"Man1a"	0.0251826488200547	-0.00119777283237793	0.0092471970304971	0.0106279622571906	0.00139883028368677
"Aqp3"	0.0251766691018279	0.00682348390919346	-0.00105442747425562	0.0160734977692351	-0.000557190679775876
"Esd"	0.0251755378012999	0.0081091869712277	0.00621263242530235	0.00369026571310812	0.000500011119463382
"Rpl27"	0.0251664147606961	0.00449123999639815	-0.00829635743167689	-0.0101807005038775	0.012508089162033
"Tph1"	0.0251656710595567	0.00729146757997058	-0.00748638894421308	-0.00205686847358996	5.94275450403396e-05
"Kcnk15"	0.0251620088707128	0.00943364055669717	-0.0030299503172668	-0.00593068141278714	-2.87448810080008e-05
"Best3"	0.0251595444652333	0.00308676423253683	-0.00915559289126143	0.00969252481815687	-0.00191822873621369
"Gcnt3"	0.025155811050271	-0.0075918245531764	-0.00718997960497286	-0.00255626603064685	0.000687045211280737
"Pde9a"	0.0251548997597571	-0.00671579451871081	0.00780345459712078	0.00517674192812269	0.00155125483502079
"Sdr42e1"	0.025154398921466	0.00851462485835919	-0.00419724439734366	0.00896235113982868	0.0043446409593517
"Cacna1g"	0.0251522893152523	0.00194054099825953	-0.0103867741180762	-0.00489997083905996	-0.000706641372883983
"Atp2a1"	0.0251504511725639	0.0073870262837583	-0.00726643801669115	0.00433911170021723	-0.00133064593001102
"Nkx2-3"	0.0251476866114843	-0.00710520100649423	-0.00503753030728144	0.0123877029058694	0.000528463853934128
"Clcn1"	0.0251448104356285	0.00793198122563828	-0.00621764819912618	0.00646914595675627	8.04074338146434e-05
"Rdh10"	0.0251311976015932	0.00612580016629771	0.0074749304376973	0.00972958956009884	-0.000113219638804966
"Amdhd1"	0.0251242575288042	-0.00273064991136549	0.00769813283013018	0.0149498505075181	-0.00103257373762685
"Galt"	0.0251188029490522	0.00953544421915356	-0.00426825445074424	0.0031700714054926	5.00263879553757e-05
"Coq10b"	0.0251162400997756	0.00589421848404372	0.00563308610694834	-0.0146848178255983	-0.000209021652074979
"Ppard"	0.0251136612473978	-0.000118670461112511	0.00720371693912978	0.0171464833472243	-0.000144017654239153
"Ado"	0.0251051159269266	-0.0101550190359669	-0.00029373953452963	-0.00598565608573901	-0.00015296224102878
"Cox6b2"	0.0251032563828499	0.00541087104467423	0.00889427189229763	0.00707006813394531	0.000205960253560883
"B3gnt5"	0.0250976460412952	0.0101896513520091	-0.00296254409917553	-0.000224107898504961	0.000472367220648636
"Kcnv2"	0.0250970389605352	-0.0093617487437041	0.00505470095136492	-0.00235265635780636	0.000793060147579376
"Ppa1"	0.0250918441929876	-0.00411756063658627	-0.0100216351269753	0.00489327697081988	-0.000973596207046281
"Sgsh"	0.0250782625758331	0.00275520191130971	0.00919097127631857	-0.0118593088757319	-0.001674047779646
"Scly"	0.0250761128056305	-0.0101334715269032	-0.000830342569532925	-0.00705320541607856	-0.00217882182655834
"Kcnj9"	0.0250590254637136	0.00760168450119317	-0.00705405546036313	-0.00787487823799836	0.000765119964767404
"Kdm6b"	0.0250502854677042	0.00951795721009814	-0.00499732468643716	0.00417891343544108	-0.000609689563497743
