"PC1"	"PC2"	"PC3"	"PC4"
"Xylt2"	0.016135437460539	-0.0231431937510467	-0.00264804459089261	-0.000492050028852162
"Enpp5"	0.0161345252428176	0.0214383946235709	0.0159901309051194	-0.00027700574176525
"H2-Ke6"	0.0161014725412174	0.0220366639689607	0.0132075352043217	0.00467075969923924
"Cnga1"	0.0160481459520778	0.0232383967693731	0.00162544908923877	0.00231761097342643
"Thtpa"	0.0160338619257685	0.0226707534328608	-0.00946119484765499	0.00214296142256289
"Ddah2"	0.0160043392942553	-0.014966410403514	-0.0322684125422872	0.000699163680093672
"Gmpr"	0.0159501761107229	-0.0227739352348291	0.00915282081984854	-0.00122449508831294
"Gclc"	0.0159485641752381	-0.0189670747022572	0.0245692488749318	-0.0012090557880064
"Plb1"	0.0159154186848163	0.0233248429632772	-0.00216483942112718	0.00110061165375055
"Slc38a3"	0.0158975984455549	0.00966682878613119	0.0384760728903283	-0.00183994538663219
"Clic3"	0.0158703996481554	0.0214470925454182	0.0168751011581944	-0.000659531150105966
"Sis"	0.01586258960468	0.0210166134682169	0.0185860534538286	0.000872896456562262
"Acer3"	0.0158142585406428	0.0230191653331536	-0.00790723552003826	0.00216282941081316
"Bsnd"	0.0158113357078351	-0.0225058101342941	0.0118020717719345	0.00108973052751535
"Grik1"	0.0157938826911562	0.0234457691109158	7.08225006551775e-05	0.000945852502423978
"Acacb"	0.0157855723445955	0.0233978842860091	0.00287782778222024	0.00365977947779659
"P2rx4"	0.0157735549634802	0.0233481205736004	-0.00415325495807116	0.00310374785643942
"Hprt"	0.0157598201335194	0.0227904011235282	0.0101469118395117	0.00159438434022381
"Sod2"	0.0157461367585412	-0.0231133190907258	0.00748506939274755	-0.00236721312530727
"Bco2"	0.0157183714647886	0.0226269550343085	0.0114854283827938	6.38881098393266e-05
"Glb1l2"	0.0156804184498796	0.0206190167548986	0.0204983355167419	-0.000720349030901051
"Car11"	0.0156244351788292	0.015647220801024	0.0318773086690191	0.000724659897655924
"Slco1c1"	0.0156016745284222	-0.0228895010807782	-0.0102924666382299	-0.000113076834792407
"Slc44a1"	0.0155978026465531	-0.0227696514032102	0.0111474155149914	-0.000609069358194322
"Nmrk1"	0.0155761163339275	0.0225175901311964	0.0128070971215466	-0.00046589876459461
"Aldh3b1"	0.0155709603673162	-0.0235879017421143	0.00179090356166641	0.00034296087033867
"Gusb"	0.0155555382571791	0.0234834256571736	0.00458388398110292	0.00179152171068876
"Ak5"	0.0155319455941538	0.00302648086223882	0.0423942364244375	-0.00292240665289506
"Acsbg1"	0.0154974025452002	0.00292618473793703	0.0424625291789984	0.00270455157351424
"Kcng1"	0.0154873721075338	-0.0227789077272779	0.0116272190835079	-0.000559321809847176
"Rfk"	0.0154652951347031	0.0127261574160257	0.0361242323541596	-0.00101224111448084
"Hsd17b11"	0.0153877915722884	-0.0219077582282128	0.0165387688449652	-0.00238127546612452
"Msrb2"	0.0153697395091458	-0.0230849795262451	0.0101140877417956	-0.00663659161923657
"Gns"	0.0153470997385835	-0.0234920946811464	-0.00654001949186075	0.000356342321342109
"Glt8d1"	0.0153232692048623	0.0222468501671932	0.0152206165907722	0.00166149828963536
"Comtd1"	0.0153231772245703	-0.0234611778296995	0.00708165078133877	-0.000529110778739403
"Hmgcs1"	0.0152718553073271	0.0237856140427231	0.0023762929929525	-0.00540782931251712
"Lipc"	0.0151676837557647	-0.0237295355516882	0.00507236592379405	-0.00157182707111191
"Cacnb4"	0.0151337652638405	0.0239178203529578	0.000269979982577863	0.00163094931572526
"Rrm2b"	0.0151331001427498	0.0237837205586484	0.00458973626252367	0.00164274607957777
"Glod4"	0.0151292419703291	0.0227984614002395	0.0130990653666986	0.000278972473622575
"Nkx2-3"	0.0151189159529381	0.0186550789440882	-0.027100539252819	0.000552734593453334
"Ugt2b38"	0.0151174070973377	0.0238530847229405	-0.00345844839397764	0.000478595868942532
"Rps11"	0.0150988419031559	-0.0152513024101066	-0.0333775569660537	-0.0198546001366421
"Slc22a12"	0.0150975911108198	-0.0231783574511776	-0.0108577789722749	0.00329521992329145
"Rdh16f2"	0.0150816126279758	-0.0234016073157896	0.0092525814603105	-0.00057601852466031
"Cerkl"	0.0150623733276951	0.0177028168911011	-0.0292196691712968	0.000342982362952751
"Lpcat1"	0.0150039986922217	-0.00987597919698567	0.0395731458857325	0.00176264094111064
"Acot11"	0.014999913483122	-0.0239781116209782	0.00225573411689603	0.00156835202163876
"Slc12a6"	0.0149844879818034	0.0240196534549503	0.000474724726483652	0.0014822404190134
"Slc37a2"	0.0149765187688391	0.021806376434849	0.0182426421348563	-0.00243201925965126
"Pon2"	0.0148968579478736	-0.0174656961674973	0.0299806450879972	-0.00255490693773802
"Adhfe1"	0.0148830415954631	0.023926995452419	-0.00506134712653943	0.0012593440130193
"Slc7a4"	0.0148790111003872	-0.0236772144531877	0.00805826012630495	2.36061666014769e-05
"Gal3st3"	0.0148424947422056	0.0211785551108902	-0.0208657996324911	8.94742053270678e-05
"Chdh"	0.014830138274391	0.0241017398317959	0.00195038902316676	0.00173930499495145
"Cyp1a2"	0.0148007727425629	0.0241387578368263	0.00104068630462291	0.00114996222597833
"Abhd10"	0.0147835553445998	0.0240145956319071	0.0047394959679683	0.000449385453895727
"Slc35e3"	0.014752141950214	-0.0226808461888173	0.0151484569508708	-0.00600232511795162
"Slc44a4"	0.0147404223706885	0.0241438612387404	0.00258234002006598	0.00141521553746186
"Ulk1"	0.0147047006459428	-0.0238613708746317	-0.00740206229941806	-0.000806709847298277
"Pfkfb4"	0.0146830979603712	-0.0231751312146405	0.012752750525741	-0.000614587597785782
"Etnk2"	0.0146636595635952	0.0225137210757063	0.0162329645208443	-0.000928132858848612
"Pla2g16"	0.0146350163349349	-0.0227687958245588	-0.015124218792971	-0.000405715732027241
"Slc35b3"	0.0145991114041594	0.0241907384311794	0.00375784430816763	0.00184502068999061
"Tkt"	0.0145623501689821	0.00226555964373328	0.0437612523013986	0.00229874417899195
"Atp8a1"	0.0145362176177512	-0.0242009236127815	-0.00436790616893494	3.88481558621378e-05
"Spns1"	0.0145212606935864	-0.0217183982935008	0.0198358284661948	-0.00117228025971946
"Gabrr3"	0.0144950994308521	-0.0242807701625781	-0.00327071743021192	-0.000426973788408793
"Scn4b"	0.0144673442004885	-0.0243467925450014	-0.00175482833959381	-9.93882192043916e-05
"Ugt3a2"	0.0144310952477625	0.0237916521776902	-0.00970743440599823	0.00172514631175513
"Nat6"	0.0144237159644346	0.023507835798375	-0.0117856695581012	-6.43814719532867e-05
"Inpp4a"	0.0143865223679371	0.0240928264233167	-0.00718841782465651	0.00228270680780269
"Ank"	0.0143735565756568	-0.0160914447478447	0.0332351134004326	-0.00197120276127147
"Slc2a8"	0.0143707638276418	-0.0234911923106462	0.0121213181798069	0.000272096423521299
"Abhd11"	0.0143518508967596	-0.0206603772995869	0.0236143367559573	-0.00155850764471117
"Cyp26c1"	0.0143425867636717	-0.0236510133995328	0.0111886460504176	0.00162450377767808
"Gucy1a2"	0.0142849353498431	0.0239990025320671	-0.00876767134039965	0.00315645749112074
"Ch25h"	0.0142817755627313	-0.0199255521268308	0.0257365124222066	-0.000387809298606098
"Fig4"	0.014262907765453	-0.018618386927101	0.0287937035381648	-0.00242605564978746
"Pla2g3"	0.0142472235797577	-0.0221134182519206	-0.0191074754786756	-0.00243311913702833
"Kcnj8"	0.0141635665138244	-0.0223499977205516	0.0184177462611339	0.0018835496567655
"Pik3cg"	0.0141223324534272	-0.0244122324723165	-0.00529198036123018	0.00379434318018536
"Nudt6"	0.0141197458331982	-0.0241925126996197	-0.00794946464294479	-0.000648004818020104
"Qsox2"	0.0141030581284658	-0.0192179131503962	0.0277694980198799	0.000619538967722208
"St3gal1"	0.0140683451811672	-0.019920463448463	-0.0261672107802802	-0.00498764559338472
"Eno2"	0.0139911176186221	-0.0174563251451901	0.0315231581638028	-0.000964227240283488
"Alkbh2"	0.0139520663086881	-0.024324944091543	-0.00768471536991359	-0.00164756174040007
"Kcng3"	0.013938209715353	-0.0243446622431013	0.00756978787537956	-0.0010172232059411
"Atp4b"	0.0139253230559003	-0.0226256960421029	-0.0179624756484393	0.000526422865912517
"Nudt10"	0.0139191174291042	0.0246140972083207	0.00400831184134301	0.00153520677096791
"Kcne2"	0.0139164999656869	-0.024412537993228	-0.00697467415446235	-0.0014116485725394
"Bdh2"	0.0138883290444421	0.0095369688767752	-0.0412688242810926	0.000402523238585725
"Slc5a6"	0.0138880858781547	-0.0122103339094181	-0.0388972778369594	-0.00183069192822284
"Agpat4"	0.0138611337425068	-0.0234422622513816	0.0143532745559309	-0.00150923412814169
"Clic6"	0.0138574017460535	-0.00700955690987114	0.0429297566885507	-0.00262224814390834
"Ryr2"	0.0138434201491343	-0.0243046388672833	-0.00855045823643051	-0.00121417738495704
"Scn1a"	0.013824701634163	-0.0246910845707301	-0.00361147601774952	0.000219373569442136
"Ugt1a6a"	0.0138243524776257	0.0244130819598897	0.00759758086196814	0.00096738943201711
"Aoc2"	0.01370923291638	-0.0194741108284076	0.0278925036527203	-0.000160554354316134
"Ptges3"	0.0136554855497717	0.013617573670563	0.0376443347831745	-0.0020675454063877
"Galc"	0.0136407385226106	0.0234834724780789	0.0148802318569426	0.00121510037504045
"Adh6b"	0.0136392088075699	0.0246427274497835	-0.00625363870570484	0.00256359793303491
"Slc12a9"	0.0136205410618423	-0.0222544208073305	0.0201802827027845	-0.000710226850705425
"Sv2c"	0.013618055264745	0.0234082501081782	0.0153353836223163	4.36816012842337e-05
"Prps2"	0.0135731316659788	-0.0239282442878838	0.0126115317885638	-0.000706303138095113
"Slc25a4"	0.013568648132054	0.0244495643997512	-0.00877518880986902	0.000933387722002984
"Oasl1"	0.0135413731584516	0.0249292918829448	0.00147711304135366	0.000584491832723751
"Pnmt"	0.0135396331131283	-0.0234500040279207	0.0153756397648797	-0.00243981134761574
"Slc17a9"	0.0134944142607253	-0.0249258789185406	-0.00269994335731074	-0.00148605901515549
"Fut9"	0.0134769352883243	0.0244363536986207	0.00938127294711976	0.00116351714909162
"Itpr2"	0.0134760871303125	0.0234214004066711	-0.0157146254255328	-0.00190530622007176
"Kcnj5"	0.0134706737443664	-0.0212967469272548	0.0236263493547677	-0.00313675510274348
"Asah2"	0.0134337370347486	0.0248886620724554	0.00438298286975314	-0.0017995363884321
"Alg12"	0.0134124966799575	0.00228606801646513	0.0450561737059054	-0.00518830808341083
"Nt5c1b"	0.0133973355892054	0.024813588652605	-0.00590890782043596	-0.00072792920375128
"P2rx7"	0.0133970913264766	0.0249282534772171	0.00403545610077453	0.00240035161159446
"Apoo"	0.013387649995047	0.0227660913829555	-0.0188269715159965	-0.00388421223977726
"Akr1d1"	0.0133431032676928	0.0149589006808893	-0.0363589248727462	0.00136784875249487
"Rdh13"	0.0132606033176442	0.0242291971382754	-0.0119044295858314	0.00170305885557146
"Gcnt3"	0.0132479379656189	0.0219054353696718	0.0222156667163652	-2.31091072706e-05
"Galnt2"	0.0132432960357867	-0.0250456055519908	-0.00343410332322934	0.000546544404925263
"Pkd1"	0.0131660101148838	-0.0248354499394244	0.00730712794869871	0.000184623377293916
"Nt5e"	0.0131366264746974	0.0152212768916474	0.0362722246996005	-2.90390033908514e-05
"Oas1g"	0.0131354043741867	-0.0174623674075009	-0.032806022541885	-0.00196666512916211
"Pck1"	0.0131115956425124	-0.0190065359292835	0.0299048499512918	-0.00113649232013992
"Galnt14"	0.0130675365736487	0.0241182300457629	-0.0133223189761046	0.00151860580608526
"Uckl1"	0.0130615799968785	0.0237062627238567	-0.0155717031401393	-0.00109766583511597
"Abcb11"	0.0130387363576118	0.0248793567472036	-0.00762965538539882	0.00115824436595842
"Pak4"	0.0130366926175145	0.015936106715691	0.0353865761546682	-0.00267713876859074
"Slc2a7"	0.0130336902281022	0.0225186351762294	0.0206065710733355	0.00133730974009095
"Kcnk6"	0.013019935187278	0.02464864287114	-0.00986607096258291	0.001432776255946
"Pik3c2g"	0.0130125965877468	0.0251888935171478	-0.00315702752238829	0.00277158098396278
"Cpt2"	0.0129891335981067	0.0236041947797834	0.0162799443848592	-0.000436372101425276
"P4htm"	0.0129771715441005	0.0238664172182661	0.0150146393774934	-2.21700857437466e-05
"Acaca"	0.0129567524699027	0.00449494982499857	0.0449906022551099	-0.00175769343526833
"Slco2b1"	0.0129471803753779	0.0252464078837734	-0.00256277751528713	0.00346140215335371
"Ldhc"	0.0129328794923676	0.024970357311003	0.00729599234200645	-0.00622327983105761
"Atp1b3"	0.0129070751851603	0.0128766504984844	-0.039402589812946	0.00361574186581884
"Chka"	0.0128859317495584	-0.0173878272704238	0.0332866804027489	-0.000244666173295987
"Txnip"	0.0128691786036566	-0.0245338235942422	0.0113929828406322	-0.0019977020514187
"Clcn2"	0.0128676349880203	-0.0216795492280394	0.0236926103877699	0.000565297170625605
"Got2"	0.0128664423210106	-0.0236535637088478	-0.0163944704335234	-0.00019630148752493
"Mut"	0.0128628311992089	-0.0245706555661928	-0.0111566356625796	-0.00152734246095093
"Upp1"	0.0128561492672673	-0.0032014256284307	0.0454535277069998	0.00445640143976909
"St6galnac4"	0.0128238728557945	-0.0249032287747501	0.00861662585512363	0.000178878022473865
"Trpc7"	0.0128111483634378	0.0248293078242429	0.00935087606005145	0.00303918762422128
"Kctd10"	0.0128064466333728	-0.0250441301175407	0.0072684793309152	-0.000561801083333977
"Auh"	0.0127841817450556	0.0253768440321621	9.10325583473661e-05	-0.0019629366713956
"Slc25a12"	0.0127777691571817	0.0245536695186558	-0.0116197432588765	-0.000614863950582099
"Slc25a37"	0.0127254691321722	-0.0169502338118138	0.0342327172509594	-0.000390787150514056
"Tmco3"	0.0127240723883875	-0.0210691472745191	-0.0256875643395333	-0.000202417468002894
"Idh3g"	0.0127209641420625	0.0224197790892545	0.0216340809044627	0.000981815154697374
"Gria2"	0.0127018438895247	0.0246920759217202	0.0109390217204601	-0.000646068502066072
"Catsper1"	0.0126950732078157	-0.0245173218909688	0.0121820948236535	-0.00185297841744478
"Asrgl1"	0.0126794486803032	0.025156328007664	-0.00678331181166116	0.0036406038543449
"Elovl4"	0.0126455920543062	-0.0248593047810682	-0.00988296627217546	-0.000353367645095826
"Sirt7"	0.0126348823335415	-0.025296370334689	-0.00519133725992584	-0.00281221241984307
"Sgpp2"	0.0126294516104043	-0.0156882497080478	0.0362672847339433	-0.00655907340665931
"Mat2b"	0.012608040653577	0.0252698102860561	-0.00581131822030726	-0.000964472786478764
"Slco5a1"	0.012519874691393	0.0253360066226106	-0.0055459621185161	-0.00112810364288861
"Nanp"	0.0125043317161382	0.02468346854287	-0.0117855796857811	0.00347656642740302
"Mfsd7a"	0.0125042954047768	0.0243649907475516	0.0137837261140873	0.0002890849258807
"Fads1"	0.0124563216054202	-0.0249369677874104	0.0101023358075295	-0.00145475764141138
"Cyp3a16"	0.0124527946430849	0.0243208872615423	0.0141993429777236	-0.000881383680805531
"Papss2"	0.0124340675548015	-0.0194154919553917	0.030082534214296	-0.000997616222263832
"Mfsd9"	0.0124299263171593	-0.0255526558729667	-0.00165704190771656	-0.00176430122048764
"Slc3a1"	0.0124051851439304	-0.0203739196222876	-0.0279787310035681	-6.89396000398027e-05
"Rpe65"	0.0123960685550104	-0.0249897571507941	-0.00994010439070608	-0.00269778899717059
"Gldc"	0.0123549899825766	-0.0255623624683151	-0.00278951753418614	0.000336356464378781
"Pik3cb"	0.0123137360094613	0.0208985660654742	0.0268345973060714	-0.00127622138523992
"Edn1"	0.0122930139571068	-0.0255514771097889	-0.00388296283528568	-0.000134477927547016
"Elovl2"	0.0122780259456355	-0.0253978188273648	-0.00648086839501099	-0.00100430845247726
"Psmd6"	0.0122753462138571	-0.017086602902786	0.034598289670439	0.0195231433904173
"Npc2"	0.012252171596032	-0.00664864281058322	0.0448256348877056	-0.000316863133070544
"Cnga3"	0.0122474805764343	-0.0256361640278218	0.00221492597803352	-1.25665147813246e-05
"Slc32a1"	0.0122349009552692	0.0256037642479503	-0.00338223968977772	-0.000315356873591369
"Chpf2"	0.0122318934010026	-0.0256735497189943	-1.23444410034323e-05	-0.000911292290858986
"Gne"	0.0122135889596551	0.024435529594938	-0.0143001091809263	0.000922965685011136
"Ggh"	0.0121952476645419	0.0256845366537186	0.00116781042100277	0.00144624018015892
"Agpat1"	0.0121270281203234	0.0230744559668292	-0.0205798903957376	0.00207823203861826
"Slc7a3"	0.0121247710741695	-0.0253471825248209	-0.00798827161023784	0.000743161919067864
"Acsl4"	0.0121016183236145	-0.010432355857953	0.0425571481067136	-0.000411823672461641
"Acot12"	0.0121015637083256	0.0257210707249987	0.00183894845906477	0.0021214319834077
"Mcat"	0.0120894822780205	-0.00786836265714324	0.0443353662882939	-0.00159533811701061
"Man2a1"	0.0120788774521743	0.0243796654659072	-0.0150047819013343	0.001344084687353
"Slc10a6"	0.0120691453113429	0.00774078674963886	-0.0444285803112551	0.00177507681851711
"Tap2"	0.0120513256363702	0.0256077055921684	0.00517323616513388	0.00159867993047033
"Pecr"	0.012025907677093	-0.0170004282717976	0.0350482423602262	-0.00211418524812234
"Acot9"	0.0119899671274502	0.0256436241350288	-0.00510196907120154	0.000552432272968327
"Fto"	0.0119787936108657	-0.0250584152256888	0.0111368804527026	-0.00175867723845351
"B3gnt7"	0.0119561354070677	-0.0228428407582577	0.0217501369470201	-0.00190349882115418
"Naa30"	0.011942675201242	-0.0253109777177591	0.00924781742904227	-0.00163340102084832
"Alox12"	0.0119083591784436	0.0104984199769699	0.042699217511259	-0.00166046322490471
"Pdss1"	0.011836680849553	-0.0182981116950834	0.0330871174767481	-0.00019541402115687
"Sptlc3"	0.0118344787641479	-0.0257921023188258	-0.00378591797054588	-0.000899791413531764
"Gm2a"	0.0117934008979048	-0.0239273668383173	0.0179173828112385	0.000124795802259519
"Slc6a11"	0.0117912673628084	0.0255577397205579	-0.0075730982551684	0.00187972695862127
"Pdhb"	0.0117741860038103	-0.0229766660199948	0.0216447030897251	-0.00221030227621724
"Pdha2"	0.0116986820099516	-0.0236687707167422	-0.0192162303739949	0.00095720897486085
"Slc4a1ap"	0.0116434097021244	-0.0231939842867319	-0.021134253189418	1.17315959016007e-05
"Ilvbl"	0.0115753780989566	-0.0256108946263225	0.00815727602993751	-0.000775083628118479
"Slc1a7"	0.0115623979678466	-0.0246298811315039	0.0151264841298683	-0.00143567416225243
"Ust"	0.0115616414932626	-0.0254058245684239	-0.0100943797360687	0.000937815871773952
"Bscl2"	0.0115431436708615	-0.0258330684008901	0.00564203239964891	-0.00138057322289361
"Nox1"	0.0115296726891085	-0.0108903422372891	0.0427507455233427	-0.0028455568791949
"Them5"	0.0115086320040118	-0.0208225145573281	0.0282706590743591	-0.0020657316524783
"Stard10"	0.0115004751976953	0.0260403916421021	-0.000429595971129739	7.52656853571408e-05
"St3gal4"	0.0114452029478751	0.0257969025018784	0.00678312907834988	0.000792072823418101
"Coq2"	0.0113531124858966	-0.012544439683742	0.0414165956220994	-0.000429688418072623
"Atp13a1"	0.0113282190221459	0.0127744951566683	0.0412105404332171	-0.00414227304989325
"Car13"	0.0113264198924908	-0.003626194523187	-0.0467884104967788	-0.00222265580935439
"Rpl14"	0.0112077822584473	-0.0202179309000121	0.0300812130666842	0.00372006814147236
"Ctps2"	0.011159616057215	-0.0250830357905207	0.0137092443145234	-0.00281906753496446
"Vkorc1l1"	0.0111392777838409	-0.0207061907818321	0.0290691872964729	-0.00221513848442522
"Stra6"	0.0111328412275861	-0.0255704395145255	-0.0104565195816831	-0.000176059416805093
"St3gal2"	0.0110741163089872	0.0254293381189681	-0.0117281245673977	0.00317133062747173
"Dera"	0.0110626531988147	0.0193726684171096	-0.0320298562279797	0.00533478614040983
"Kcnh3"	0.0110570789095122	0.0259398275779211	-0.00728951112245917	0.00261201750394608
"Slc25a25"	0.0110569132988838	0.0259810506717543	0.00679338824509525	0.000726526254073917
"Htr3a"	0.0110432814320963	0.0240000296121857	0.019262760940426	0.0012567588187161
"Kcnh6"	0.0109179564253182	0.025197151476285	0.0137224144963609	8.05301048370983e-06
"Sptlc1"	0.0109031790778395	-0.00523345003895217	0.0466509727639885	-0.00508449269189483
"Slc41a1"	0.0108881380433642	-0.0203762065440009	-0.0301527128473937	-0.000178896374970537
"Enpp1"	0.0108766032406308	-0.0262741879734354	-0.00319853325228016	-0.00362698091218913
"Kcna1"	0.0108288207258557	-0.0244410607142445	-0.0178325223906165	0.00109108228215126
"Coq7"	0.0108161673383313	-0.00988711302645359	0.0441922647768858	-0.00269359729694275
"Kcnj3"	0.0108107838053065	0.0260644154177098	0.00715928944035505	-0.000478018762149596
"Slc22a13"	0.0107554569366094	-0.0136442394477638	0.0408473436872929	-0.00198456912434643
"Slc25a40"	0.010694940550516	-0.0239584668283339	-0.0201176374574406	-0.00118244673493094
"Srd5a2"	0.0106532635847935	-0.0249887471929446	0.0155878095051743	-0.00117107137288524
"Nt5c2"	0.0106362535836514	0.000871733719148321	-0.0477913697018626	0.00165233260926545
"Slc25a36"	0.0105985619622736	0.026166001092075	0.00708455511250478	-0.000475127001220579
"Ugt3a1"	0.0105950610646566	0.0263900558425447	-0.00345620661903271	-0.000541435632050586
"Sts"	0.0105919365691587	0.00855102222130462	0.0452850318037384	0.00145725384469659
"Gfpt1"	0.0105692336635317	-0.00176702670798748	0.0477638301670404	0.00268483504744958
"Gdf1"	0.0105428621578719	-0.0264809560471264	0.000427711168231051	-0.00111529810992296
"Pde9a"	0.0105280441550709	-0.0264622473694517	-0.00213112196315912	-0.00138966794098767
"Phf2"	0.0105071579511666	0.0262399948121299	-0.00666518931001435	0.00117491844623718
"Uck1"	0.0104809001979087	-0.0206557251839358	0.0300478506007102	-0.00233550714027483
"Nos2"	0.0104607904619863	0.016625398506469	0.0373603033780163	-0.000582180719253335
"Mecr"	0.010435406125658	-0.00814378347463986	0.0456592711726025	-0.00184435851770287
"St6gal2"	0.0104320316408716	-0.00735638147699059	0.0460970440723516	-0.00306939804190597
"Sirt5"	0.0103610504877236	-0.0252711850019662	0.0147840454203091	0.000528701885556939
"Mogat1"	0.010346521478359	0.0263496652565684	-0.00612952812529295	0.00187307806343105
"Pik3r6"	0.010319273821972	-0.0265780696841098	0.000230099817215701	-0.000890313963661024
"Pnp2"	0.0103147267256598	0.0264662328051746	-0.00444869816020399	-0.00106523556989282
"Dus1l"	0.0103058536286578	-0.00752194393833467	0.0461114072749273	-0.00183905298475192
"Scn9a"	0.0102770046023899	0.0260762204236333	0.00946548040912495	0.000525544516825043
"Abo"	0.0102620133036848	0.025830400392588	0.0115078101443646	0.00174885668450306
"Atp7a"	0.0102375291136513	-0.0265922712206987	0.00189936019461222	-0.000160905028362586
"Chrna6"	0.0102269380486077	0.0265647380541727	0.00302840089486453	0.000268173136211367
"Alox5ap"	0.0101970700216086	0.0266220295875882	-0.00118000496068274	0.000270049321508637
"Gal3st4"	0.0101858266351016	0.0264410638989232	0.00579821325453055	0.00104210441887562
"Uck2"	0.0101725199793874	0.026278953857184	0.00790832367907714	-0.00290115432670808
"Fabp7"	0.0101362373886091	0.00312480316979697	-0.0478727607982986	0.00253232378448298
"Kynu"	0.0101282949809188	0.0223753602907096	0.0262090666456824	0.00137726034627476
"Impa2"	0.0100957987066563	0.0266642171673717	0.00118644102080857	0.00314907922131204
"Abcb4"	0.0100942870492542	-0.0172451846121977	-0.0367986884693312	-0.000764157989568534
"Nmnat2"	0.0100777308666853	-0.0266623520342409	-0.00174344902192052	-0.000812308651167028
"Amd2"	0.00998611684767857	0.0265631770065598	-0.00518584702596529	-0.00577296034350161
"Alg13"	0.00998190628520397	0.0233738849210833	0.0234108265327644	-4.15410743730399e-05
"Gnmt"	0.00995648047055642	-0.0257774053340149	-0.012787496635334	-0.00164101914249957
"Siae"	0.00991903447414779	-0.026306088611337	0.0087254113221637	-0.000632646468624646
"Galnt12"	0.00990822280126517	0.0164595650493337	0.0381324751856215	-0.000198249208822406
"Pla2g4f"	0.00990085341806859	-0.0171645435717252	0.0371090849558901	-0.00365869685234897
"Slc39a4"	0.0098915493479097	-0.0267453432952403	-0.00136823101230518	0.000124738677951742
"Nampt"	0.00983497112444971	0.0209070345896435	0.0302614681006497	0.000628516337567556
"Lalba"	0.00983332893948179	0.0264979604863078	0.00700473286399992	0.00250914087583574
"Slc24a5"	0.00982617764407035	0.0247776793133014	0.018386304137179	0.000323929425519191
"Slc16a9"	0.00973572255295713	0.0190680810873848	-0.0341048661646573	0.00385602965674068
"Kcnc3"	0.00972892019485849	-0.016587314229769	-0.0381169400914766	-0.000814997131137859
"Slc6a19"	0.00965473335069975	-0.0268501200555681	-0.000317227783631628	-0.00126773266257366
"Pla2g12a"	0.00962479768565463	0.0262545284549715	0.0102767334461918	0.00114349343850728
"Cacng7"	0.00955692253347044	-0.00542002020724259	-0.0476293865739119	-0.000553732305392964
"Slc1a5"	0.00953517369584017	0.0247637679564517	-0.0189870635264592	-0.000489912140839058
"Atp6v0e"	0.00952857561598545	0.0263467454171113	0.00981600310638422	-0.00577464972260653
"Slc2a13"	0.00943408506307394	0.0268551664289136	0.0037833532524048	0.000855478302606604
"Aldh2"	0.00942892482587864	0.0268749643282386	0.00334420976200846	4.33402841895622e-05
"Sult4a1"	0.00942051723728706	-0.0168166966566918	0.0380659082379346	-0.00202013866868023
"Trpv3"	0.00937311733395196	0.0238090173659888	0.022872749365086	1.06346432122341e-05
"Ptgr1"	0.00935777323480956	0.0268435838465809	0.00463560944367467	0.00350268184868735
"Abhd14a"	0.00935525105641362	-0.0219989912118702	0.0282051657853011	-0.0021282362382994
"Gsta2"	0.009335260593848	-0.0262144025901229	0.0114968211725952	8.95844481136835e-05
"Gucy2e"	0.00932366175024806	-0.0269630365740615	-0.00165914199197581	-0.000443853213155398
"Cndp1"	0.00930266764849986	0.0255682948864432	-0.0156133395273705	0.00435247434761957
"Rdh11"	0.00929505746119257	0.0248935704404816	0.0188583465849121	0.00113138540887974
"D2hgdh"	0.00929366406685187	-0.0250306208164834	-0.0182579547903602	-0.000923082725650426
"Slc16a5"	0.00928765736627529	0.0265384150644908	-0.00891368339678222	0.00231373485266824
"Slc6a6"	0.00923544624981393	-0.0243096379178362	-0.0212970215905397	0.000511924237859767
"Mical1"	0.00922151561891861	-0.0257117249245214	0.0150036894971475	-0.00960915594577558
"Clca1"	0.00921411074011892	0.0266220490710104	-0.00835411440188618	0.00300149059541737
"Gm5621"	0.00919469976440832	0.0125138272048854	0.043322487304941	-0.0024664968798971
"Cyp7a1"	0.00911224770907361	-0.0204693301896227	0.032001219106024	0.000408364716941214
"Gk2"	0.00904612796330533	-0.0209794759947387	0.0309714015914031	-0.000688560265580843
"Chrna5"	0.00903005644520867	0.0269514265869881	0.0049110369677597	0.0013280902100672
"Slc10a5"	0.00901917837786963	0.0270737916323315	-0.00178928612345096	0.00148458703165307
"Aldh3a2"	0.00897042899468055	-0.0258407461233319	0.0148233794361919	-0.00226877908831231
"Plod2"	0.00895317392752346	0.0269237736911296	-0.00582642459068927	0.00157650352424059
"Cth"	0.00888675785180258	0.0271060497604293	0.00244660499735238	0.00143383840719357
"Asnsd1"	0.00887040883041686	0.0264502830744312	-0.0110402926829499	0.00149622568346247
"Slc25a23"	0.00885009838066878	0.0251119796559501	0.0186778542074638	0.00215796675140311
"Plcl1"	0.00878136646144415	0.0271163789816827	0.00329083027889413	2.12827143007676e-05
"Alg8"	0.00877277856280026	-0.00458867149495723	0.048448923917945	-0.00512034102201632
"Kcna6"	0.00877248935115843	-0.0215588249551781	0.0299350552730879	0.00135916795110723
"Entpd2"	0.00876082246418916	-0.0269538662151468	-0.00639216325295131	-0.00154601460143131
"Uxs1"	0.00874184428069414	0.0146354745015851	0.0414436050104528	0.00293732567141293
