"PC1"	"PC2"	"PC3"	"PC4"
"Slc13a5"	0.0266804888488486	0.00654411867107243	-0.000256235952692777	0.000555526755669423
"Fads2"	0.0266652079559901	0.00317729573395215	0.0104896308167086	-0.000503083744977094
"Slc19a3"	0.0266529975028593	-0.00662393027367736	-0.00137286724532184	-0.000245361522296785
"Grik2"	0.0266526965345828	0.00646942134018709	0.00292551344873994	0.00057828632956407
"Dctd"	0.0266340162247926	-0.00649331493896504	-0.00333379190699712	0.000617574593103881
"Abcc10"	0.0266264831873417	0.0067822728744394	-8.11114637876338e-05	0.00130397649802107
"Slc30a8"	0.0266212976842192	0.000858327051195582	-0.0122076783970507	-0.000656417608900755
"Pik3c2b"	0.0266199855988636	0.000625413678311423	0.0122640969880424	-0.000840072191263957
"Lclat1"	0.026602046359084	0.00679099302068038	0.00206943231256207	0.00227232873678332
"Slc37a3"	0.0265986820747123	-0.00653523707479281	0.00400885424154329	-0.000161847969967596
"Abcd2"	0.0265921264075898	0.00691195494448433	0.000867928999705817	-0.000778188253753589
"Pgm2"	0.0265916572454253	0.00692969859417681	-0.00019877708070156	0.0007448970637811
"Pcbd1"	0.0265872322687545	0.00565629177783613	0.00730066276510697	-0.000398377580036491
"Mthfs"	0.0265856245607207	-6.19016852130548e-05	0.0125789018632786	-0.000436404305679232
"Slc25a21"	0.0265822843492859	0.00397257581364309	-0.0103568837706259	0.00253382415607082
"Hs3st3b1"	0.0265703390263007	0.00699927098710582	0.000965946123094964	0.000121759433589126
"Comt"	0.0265431161076936	0.00086227931983862	0.0128025747545405	0.000242616889996091
"Cps1"	0.0265405912037951	0.000227442189020314	0.012909257623942	-0.000313816095964087
"Elovl6"	0.0265369609536105	-0.0060931952501341	0.00678859068091485	-0.00237429338020245
"Pomgnt1"	0.0265055589006221	-0.00467477647317171	0.0100999086681787	-6.44485390402681e-05
"Chpf"	0.0265028450905324	0.00325105895310217	-0.011807991894508	0.00130959540428663
"Hilpda"	0.0264995872659888	0.0062718548830245	0.0067798204937164	-0.00112258767050535
"Glyr1"	0.0264956230279201	0.00707701183531854	0.00340117713408483	0.00191939791268931
"Kctd12"	0.0264831750887801	0.00736933077096191	0.000347957932604757	-0.00289107578213334
"Hexa"	0.0264751840692904	0.00600002798877432	0.00784284647173206	0.00111134252469962
"Ppcdc"	0.0264596285859999	0.00528901037521557	0.00952436420117334	-0.00116795825733767
"Pcyox1l"	0.0264584035260308	1.65800382264446e-05	-0.0135067670175284	-0.000320556306046359
"Gabrb3"	0.0264563970340955	0.00746328408443665	0.000803418506777217	-0.000651173568024792
"Kdm2a"	0.0264508901871651	0.00415010289314892	0.0112929091120343	-0.000109250449567304
"Slc15a2"	0.0264449545251551	-0.00331941632472927	-0.012204435980822	0.00171519012660638
"Ddhd1"	0.0264397395663534	0.00532368194388895	0.00965825481858508	-0.000243884922405659
"Tmem104"	0.0264370754980288	0.00547875814687518	0.00939724127383415	0.000267286848297752
"Ehd1"	0.0264173370972356	0.00163406770894123	-0.0134716464398626	0.00040193538830671
"Hao1"	0.0263631735031954	0.00736057637668036	-0.00482465217210514	-0.00132925004938771
"Gtdc1"	0.0263625704552528	0.00783100478685973	0.000135888030842318	-0.000596803146937589
"Kcnn1"	0.0263509566960066	-0.0078465909882332	0.00118912465884078	-0.0007100736360099
"Hgd"	0.0263158232855661	0.000909238438197359	0.014377240167462	-0.000517632770966091
"Cyp39a1"	0.0262882689648321	-0.00745925301133669	0.00571253107345152	-0.00145544495185622
"Slc13a4"	0.0262724738203458	-0.00274640854486462	0.0138893025213427	0.000127457832294413
"Colgalt2"	0.0262687340065608	0.00802943509234214	0.00272592646019211	-0.000993949845166987
"Cyp2c66"	0.02625400270547	-0.00734388476432823	0.00668377464707429	-0.000244278130252373
"Mthfd1l"	0.0262447729880041	0.00824310045953319	0.000755252586586167	0.000821525954379465
"Scap"	0.0262395095020364	-0.00733213134296359	0.00692563405669001	-0.000622553094005145
"Pla2g10"	0.0262320453847104	-0.00796465898291868	-0.00421002178525882	0.00181024336944316
"Pten"	0.026227814865292	-0.00820874983780731	-0.00236826606684793	-0.000924375110270047
"Slc17a4"	0.0262262823401062	0.00828175137906012	-0.00139990586740883	-0.000679472150741984
"Slc15a3"	0.0262258921605391	-0.00791146803912338	0.00465223364238052	-0.000811602371285882
"Agpat3"	0.026221560879859	0.00795904518250879	0.00447081457936712	-0.000264427967626774
"Slc39a1"	0.0262169430973762	-0.00758910151470663	0.00629825263618274	-0.00187646932061725
"Alg9"	0.0262083794377535	0.00163135045191816	0.0148639262858473	0.00122178043237381
"Neu1"	0.0262073553098864	0.00828543042106992	-0.00230610980658807	0.000780169013015705
"Prps1l1"	0.0262066925272753	0.00836813381009647	-0.000968608017751044	5.70041292061823e-05
"Cyp4a12b"	0.0262049418623545	-0.00808245622338475	-0.00407885548594999	-0.000180083870268497
"Slc2a12"	0.0261824732387945	-0.00846693734343866	0.000216449636118295	4.9194925499429e-05
"Ipmk"	0.0261819016335905	0.00679392298353264	-0.00914633025961624	0.00179497026925886
"Plcxd3"	0.0261642256871399	0.00702636932656546	0.00874448336719854	-0.00160387373114215
"Slc22a23"	0.0261526191083089	-0.00843360684795317	0.00273684508463628	0.000817352878709386
"Kdm4a"	0.0261498411299357	-0.00839130428529581	0.00321542080679453	0.000295690347489628
"Tm7sf2"	0.0261425766254727	-0.00858344053569843	0.00101693665219716	-0.000495069224597832
"Fads3"	0.0261063048032443	-0.00831896886054981	0.00473793497687968	-0.00100703277571214
"Kdm4c"	0.0260988959119103	-0.00704945187495115	0.0093618162289632	0.00127849852223048
"Hcn4"	0.0260921395063729	0.00766564260631156	-0.00769760529719358	0.000911625101869215
"Aldoa"	0.0260894703775548	-1.46374969883686e-05	-0.0158723993138629	0.0485681103388167
"Sult1c2"	0.0260856621621888	0.0051727231466433	0.0128505684615545	-9.20994296767439e-05
"Bckdhb"	0.0260833474492368	0.00241561698382775	0.0152968931055375	-0.00212410194260169
"Bdh1"	0.0260732989216172	0.00864435566048175	-0.00325117811132215	0.00149352737269538
"Trpv6"	0.0260588545690199	0.00619329168320074	0.0114983158663111	-0.000745961823086127
"Hkdc1"	0.0260411358286085	0.00893228776417471	0.000165842989317586	-0.000408570461219898
"Slc22a4"	0.026026472328226	0.0056898596803497	0.0125627655893983	0.000154848854085093
"Gda"	0.026022259532628	-0.00834898114984342	-0.00604302927102339	0.00103928894146049
"Sdr16c5"	0.026019572235639	0.00796818684219151	0.00757236824423644	0.000276185233814187
"Dhrs7"	0.0260117594329073	-0.00504295101028954	-0.0135379242670212	-0.00223089607332367
"Cyp2b10"	0.0260067738432109	0.00887626821398412	0.0031147728872984	0.0012348231317247
"Mboat1"	0.0260055685034915	0.00898834998899403	-0.00183794590429416	0.00155203244302766
"Them4"	0.0259715201647205	-0.00179477144135159	0.0162299892831065	0.00182873552126225
"Cyb5b"	0.0259410364586343	0.00345796913201803	-0.0155084967284524	0.00207447603310423
"Man2c1"	0.025930323298898	0.00124964614335087	0.0166284558702984	0.00021645949345715
"Aldh1a1"	0.0259271385929795	0.00616062785055249	0.0125729276696952	0.000808145598514805
"Mpc1"	0.0259202570144833	0.00668599829662515	0.0117168346211587	0.000302785410695386
"Scarb1"	0.0259064663526151	0.00719853921297519	-0.0107968654751829	-0.00424219331373515
"Dgkg"	0.0259057838233621	0.00759431317035954	-0.00987681786606115	0.000561336543533868
"Aqp1"	0.0258987850438689	-0.00815850585194505	0.0083537027451252	-0.000332434079727278
"Slc35f1"	0.0258949090343612	-0.00899735416281176	0.00484125467325616	3.96324197035527e-05
"Pigx"	0.0258741445042136	-0.00851466233311989	0.00741192601842366	0.000421065301529406
"Slc22a30"	0.0258694413478124	-0.0066477646515933	0.0121813838345448	0.0019026128613539
"Gnptab"	0.0257993010948522	0.00170737694139513	0.0172155932820195	-0.000915891951553708
"Hs3st5"	0.025778952455954	0.00925785863716638	0.00541898536071161	-0.00065836520423578
"Slc2a9"	0.0257741195389925	-0.00872391621660621	-0.00785235128108385	0.000511065701378331
"Akr1c6"	0.0257641419004744	0.00451702654050479	0.0156741867728219	-0.000375299914400993
"Mbtps1"	0.0257555910612215	-0.00952491428359547	-0.00415649053086088	0.000861037488905214
"Akr1c18"	0.0257420223062212	0.00951088670144041	-0.00454474799431671	-0.000517279581781421
"Mtrr"	0.0257390236224083	0.00843610513319877	0.00918112927649756	0.000187051234521905
"Lipm"	0.0257299286730015	-0.00974742168355681	0.00282636090960836	-0.000612297982116757
"Dgkz"	0.0257194626991498	0.00908367384151807	0.00712720057381906	0.000175084260739908
"Slc25a42"	0.0256982375537161	0.00841365917271291	0.0096462951938066	0.000998823642560232
"Aldh18a1"	0.0256927899403778	0.00930590046422146	0.00650750744363668	0.00132062900445944
"Glb1l3"	0.0256916359343473	-0.00997915674453669	-0.00031108161555833	0.000743286190193828
"Gpx1"	0.0256882376417777	0.00994986186870519	0.00162237291123497	0.000166124024179376
"Dgkd"	0.0256853554482146	-0.00866171489172958	-0.00903168419626746	0.000300609370279927
"Slc35b4"	0.0256741852838289	0.00979741545797764	-0.00388137756161399	0.000968828380358377
"Ggt1"	0.0256586589360432	0.009209055900519	0.00738208287342588	-0.00155669801967274
"Kdm3a"	0.0256471666910031	-0.00982266812466047	0.00429135044063149	-0.00125315774169671
"Kcne4"	0.0256454392615894	0.00962491324793511	-0.00559564053980135	-0.00108389065370048
"Naalad2"	0.0256282320056747	0.00766582162929784	0.0120523625774439	-0.000581551757993531
"Kl"	0.0256246232773373	0.0101645939501812	-0.000456287944571373	0.0010295143229566
"Slc4a4"	0.0256246021475058	-0.00946674455191708	0.00670947067116601	0.00209138519537073
"Daglb"	0.0256118866918452	0.00991791907313554	0.00433003735580539	0.000398412567343969
"Hyal1"	0.0256085916907031	-0.00959327803800759	0.00633009040481461	0.000103089107236427
"Nudt2"	0.0255950188591668	0.00939523658055621	0.00740677111145972	-0.0001839660011711
"Slc16a12"	0.0255882398361049	-0.00394702442329986	0.0171418063679087	0.00015139161478352
"Soat1"	0.0255839929999443	-0.0101080765138246	-0.00337850788618833	0.000857836432914953
"Asl"	0.0255638484800854	-0.000921072839867958	0.0186142647872506	4.88693388984499e-05
"Kcnc1"	0.0255586583773313	0.00994649049823615	-0.00516308370524795	-0.000521392963464304
"Glyat"	0.0255550758586209	-0.00727991541322075	0.0133246360368991	-0.00162822794710875
"Hpse2"	0.0255522952898311	0.0101651190981486	-0.00366647585259968	0.00110258305404161
"Apoa5"	0.0255412404211296	-0.0103822537506223	-0.000936191176348102	0.00102706950112002
"Kcns3"	0.025536991694119	-0.00966970306271206	-0.0069558219389885	-0.000511641892507255
"Slc39a2"	0.025520375481128	0.00908826025406785	0.00933247841560003	-0.000360751031482013
"Pik3r1"	0.0254966554715328	-0.00998703204033551	-0.00594666731872218	-0.000997432841658399
"Glt8d2"	0.025494905995144	-0.00930876502180839	0.00885923141553312	-0.00134182188328004
"Fxn"	0.0254688749999209	-0.000682888144446032	-0.0191080001266504	-0.00539871325763922
"Kcnk10"	0.0254656482043548	-0.0105594250865594	0.00160143586356061	-0.00132714401451634
"Rpl7"	0.025436234663427	-0.00490604358003932	-0.0171428969747726	-0.0077860852779188
"Aifm3"	0.0254257098921864	0.0106842130379421	-0.00108679503377778	-4.56077712386657e-05
"Acad8"	0.0254250643099673	-0.010096509873847	0.00642192181942228	-0.00215731171984783
"Fmo4"	0.0254049017768954	0.0103367026681536	-0.00537250722419437	0.0013296747267446
"Nat8"	0.0253998188185338	0.0107071369775534	-0.00207241041636877	-8.0562082183289e-05
"Eif4a3"	0.0253660961288897	-0.00936047834706118	-0.00994056812917101	-0.0236974377712359
"Kcnj1"	0.0253471183272098	0.0104759712363448	0.00546785456027537	-4.16938033839325e-05
"Mfsd2a"	0.0253445803231958	-0.0104091402601706	-0.00590961334206714	-0.000770044451685362
"Kcnb1"	0.0253384232934834	-0.00524174132985799	0.0173361393952145	0.000135957526905776
"Mtf1"	0.0253384038559765	-0.00977235652919214	0.00883604927293323	-0.000670679495059545
"Cryzl1"	0.0253302890453349	0.00029329641363098	0.0197888273120301	7.10996155827397e-05
"Eci1"	0.0252651322707697	-0.00634106421827593	0.0164982867842832	0.000684791884735322
"Nudt22"	0.025220870983574	0.00888325882138532	0.0123945771158704	0.000392651377825382
"Aldh4a1"	0.0252061191045058	0.0104712292120503	0.00746831158963882	2.41296483368895e-05
"Rpsa"	0.0252055143867482	-0.00139721943228392	-0.0202014721060654	-0.0399443875956889
"Fgfr4"	0.0251754098529167	0.0112666537829079	0.00218461275712525	0.00249602924505275
"Sulf1"	0.025133236906323	0.0108952576437841	-0.00626877712141493	0.000370222529192353
"Slc9a4"	0.0251261033723545	0.0109084164102593	-0.00629639011063924	-0.00114490568761192
"Gm3776"	0.025114871471913	0.00878189768982162	0.0133644782182572	-0.000992030600678598
"Tcirg1"	0.025112428111489	0.00521178746339433	0.0185051370999834	-0.000150224880663709
"Dmgdh"	0.0251103946745684	0.0109888834391924	-0.00605895487250834	0.00171701004128027
"Acsl5"	0.0251010936526821	-0.00635129490364765	0.0173605194284729	-0.00146687135544189
"Adssl1"	0.0250991454734077	-0.0114622701313793	0.00199415524728748	-0.000841300242183321
"Chst1"	0.0250889872358709	0.00396576536957678	0.0195974058270142	0.000316648090517189
"Glrb"	0.0250765619241476	0.00364191726805352	0.0198582610459743	0.000450724628970544
"Rdh8"	0.0250459747109337	0.010954388767739	0.00712528437077419	0.000348051019529001
"Aifm2"	0.025035839554709	-0.0109546339083598	-0.007250640269816	0.000394938261703475
"Nudt12"	0.025033494351575	0.0116281723620958	-0.00180199209949429	0.00065058328270932
"Catsper3"	0.0250328633593398	-0.0114412523841903	0.00417890748870758	-0.0010300400254815
"Car12"	0.0250241381495914	-0.0111368435505941	-0.00644259808179793	1.99281430825436e-05
"Bphl"	0.0250134445600832	-0.0113762879048928	-0.00507889918282444	0.000177447987046463
"Cacna2d2"	0.0249961248302274	0.00800681012995431	0.0155723996517173	0.000597188805547672
"Snrnp27"	0.0249787527451501	0.0110946026948433	-0.00726044055930414	0.000732307534131813
"Slc7a14"	0.0249613579687115	-0.0115075158535688	0.0050304673465286	-0.00112597479965304
"Trpc1"	0.0249585785621905	-0.00588177440090606	0.0185943071661853	-0.000137555428708167
"Eci2"	0.0249101437190114	-0.00422122956752474	-0.020230540778665	0.000392197470064277
"Slc41a2"	0.0248744313933264	0.0116986528933283	-0.0051312078365649	0.00277185449163485
"Slc18b1"	0.0248571915371658	-0.0119468970398584	0.00319460512631055	-0.00073527520598424
"Slc26a9"	0.0247815491255656	0.0113852309724175	-0.0081563279511893	0.000983787089313107
"Mpi"	0.0247810563724187	-0.00843770110987038	0.0160531679909251	-0.00212095450842445
"Hmox2"	0.0247659037007533	-0.0042757116670375	-0.0208194112745007	0.00101074761638968
"Keap1"	0.0247644326805207	-0.00142708333664532	0.0220644241686249	-0.00511419307258922
"Map2k1"	0.0247456060541327	-0.00994075390702921	-0.0131778163713685	0.00053318666456264
"Slc13a2"	0.0247325439799089	-0.00284770914050869	0.0217401913893518	-0.00026359759275229
"Igf1r"	0.0247285221465768	-0.0123476508541359	0.00111176919389419	-0.000122055650501282
"Cyp20a1"	0.0247212668316901	-0.00268157979527962	0.0218549638443475	0.00208237538919737
"Alas1"	0.0247123127933048	0.0121540869222738	-0.00442943141486049	0.00209857791669467
"Blvra"	0.0247003930797874	0.00453000387226414	0.0209222791328939	-0.000192557298140027
"Pfkfb1"	0.0246712453773896	0.0101290109726208	0.013208765836307	-0.000375558467195756
"Clic5"	0.0246639924186772	-0.0121319133930308	0.00547122511412027	-0.000902292315704394
"Fut2"	0.0246600528748094	-0.0124924095565443	-0.00126442642418354	0.00212642601766421
"Abhd5"	0.0246518600351465	-0.011792864369561	0.0076556164733188	0.000415272786142928
"Baat"	0.0246085678127155	-0.0087468242821783	-0.0164581756663264	-0.000680761076655615
"Atp6v1e2"	0.024606362193616	0.00938562921201177	0.0152767198223745	-0.000274800154204169
"Gykl1"	0.0246001038981598	0.00943143207060339	0.0152204922905662	0.00782286619951319
"Ces1d"	0.0245918414045117	-0.011779448092128	-0.00838082441793623	-0.00145572450723872
"St8sia4"	0.0245869949440551	-0.0123761726453363	0.00489396222364756	-0.000532418230959816
"Acadvl"	0.0245270335676576	0.0116659015054956	-0.00950561197864533	0.00502490652411404
"Atp6v0e2"	0.0245189775285132	-0.00724299221194733	0.0191126285931861	-0.00097622045835473
"Abcf3"	0.0245172713327756	-0.0102687178129883	0.0138673375146352	0.000732112191323535
"Rps6"	0.024503183362022	-0.00430005874711973	-0.0218899185520673	0.00110844082791573
"Glb1l"	0.0244748491483435	-0.0121682778868523	0.00776941306416267	0.000699787008991654
"Pik3r4"	0.0244499091211677	-0.0107377611592127	0.0131112191300884	0.00301416501494139
"Plod1"	0.0244187105864393	0.00867714008440647	0.0175559630929038	0.000734887288316131
"Kctd1"	0.0244064477627732	0.00824522040157046	-0.0182828520187369	0.000959340142549694
"Abhd12b"	0.0244039875382347	-0.00420278424470305	-0.022344251116967	-0.000750396200570673
"Slc26a11"	0.0243683871519383	0.0126621791295494	0.00623671289653238	-0.000431716077925637
"Slc4a10"	0.0243628443274306	-0.0124404751699151	0.00762013196520893	0.0003830549489769
"Naaladl1"	0.0243621579635333	-0.0131354971774412	-0.000224399376237807	-0.000398790102147499
"Ltc4s"	0.0243507081098168	-0.0131440351010927	-0.00114719958619138	0.000697178060609993
"Slc2a4"	0.0243382270855992	-0.00586505169452093	-0.0213546995377376	0.00365596533774958
"Scn2b"	0.0243333435296957	-0.00122666344375424	0.0237582726460292	-0.000944426182504441
"Napepld"	0.024322080862506	-0.00828192822845758	0.018628379636894	-0.00011518965609868
"Cyp3a13"	0.0243107125543135	0.0132388509591577	0.000334706668623886	-7.69624381987693e-06
"Oxa1l"	0.0242981381471607	-0.00917357191595267	-0.0173288035240549	-0.00782030538004778
"Gm4943"	0.0242908215265168	-0.0121246929999625	0.00979789456716985	-0.000923625500850556
"Acer2"	0.0242890082303758	-0.0132653955643491	-0.00126197209516726	0.000294705325874551
"Dpm1"	0.0242832636772867	-0.00825875700251927	0.0188423407427005	-0.00200320552864487
"Aqp11"	0.0242779392499026	0.0126016076412447	0.00772495514765519	0.000932300938259303
"Car1"	0.024269025220013	0.00495073301131227	-0.0223701615881458	-0.000948264018226944
"Atp8b3"	0.0242467284507555	-0.0129056622332788	0.00630393674322969	-0.000787966230237845
"Cacna2d3"	0.0242226432386363	-0.0127014450659465	0.00781200686583236	-0.00111711516226908
"St6galnac3"	0.0242129034781225	-0.00965444743682937	-0.01689673534912	0.00288338131005147
"Mgat5"	0.0242072493796162	-0.00864604984663648	0.0186235199860306	-0.000808532167191262
"Slc24a1"	0.0242066475831881	0.0134027214739188	-0.00198343864251052	9.98688980301124e-06
"Hal"	0.024202429217577	0.0131366348911051	-0.00526892804527759	0.000824954300767888
"P2rx5"	0.0241812057544114	0.012680226458501	0.00836536137910304	0.000576391860331007
"Acat3"	0.0241714668415848	-0.0111274911337165	0.0138768962598454	-0.000406800302224645
"Acsm1"	0.0241668274851651	-0.0135009383287998	0.00148241001126048	0.000365718752851349
"Entpd3"	0.0241186979049435	0.00582108615638158	0.0222674459243876	0.000269008176196534
"Pla2g2e"	0.0241125511970128	0.0136067515835217	0.00148683486632193	-0.000824010243864951
"Sc5d"	0.0240948510403071	0.00752800478194447	0.0206261952734837	-0.000793389703909679
