"PC1"	"PC2"	"PC3"	"PC4"	"PC5"	"PC6"	"PC7"	"PC8"	"PC9"	"PC10"	"PC11"	"PC12"	"PC13"	"PC14"	"PC15"	"PC16"	"PC17"	"PC18"	"PC19"	"PC20"	"PC21"	"PC22"	"PC23"	"PC24"	"PC25"	"PC26"	"PC27"	"PC28"	"PC29"	"PC30"	"PC31"	"PC32"	"PC33"
"V235"	0.0449165534285299	0.0107962732889233	0.00155205657717369	-0.0154090661996733	0.00312601144852557	0.00335596654026368	-0.00141994544373043	0.0282687653026264	-0.0177869252316132	-0.0092189651248645	0.0237364147945792	0.00584729493884693	-0.0285171828929525	-0.0145372875725739	-0.0112392246375879	0.00937061459996866	-0.00762236253497963	-0.0193033496560956	-0.00508280300627116	-0.00624470091003986	0.00451759388220738	0.00410380924525113	-0.0228734835222385	0.00200063109858093	-0.0210635355604871	-0.00199240519154934	-0.0067064133541809	0.0018358870303796	0.00653486071730183	0.00303566393331873	-0.0132412297666141	-0.00125946473268494	0.00329837734575161
"V398"	0.0445314617750632	0.0159383795455042	0.00634380533400025	-0.0162020527980289	-0.00211914862445779	0.020866287881226	-0.00764975307101852	-0.00252466125795757	-0.0142022850777452	0.0105520989129691	0.0172468783590848	-0.00542504603434446	0.000841526778430233	0.0122910568874428	-0.00930957271940731	-0.0177890059452995	0.0146364014204207	-0.0372582481006602	0.00875216647998553	-0.012723388532226	-0.0115658967343155	-0.00161826297437446	0.00928081711578362	0.0187477297614701	0.00162489396126077	0.00969555796658039	-0.0141417954151648	-0.0115095316838637	0.0207412362827755	0.0520712139971241	-0.032209208974513	-0.0291886239491496	-0.0160907796779591
"V2162"	0.0441061195291558	0.00904003060477937	0.0143569042360753	-0.0105902597589961	0.00553871736915047	0.00963728884701077	-0.013324341298148	0.00992142314759266	-0.00619631179860984	0.0274903049961302	0.00491431050097708	0.00266508038234425	-0.00573190952098794	-0.0168762489891403	-0.00193546759698233	0.00841835349804344	0.00144569338449195	-0.0326805816547142	0.0214559549361115	0.00801439096044688	-0.0176292875316988	0.00221402736238854	-0.000214857070037475	-0.0227440583756036	0.0150478631635375	0.00411994443063527	0.0300604437066477	0.00618406147980079	-0.0685650758724006	0.0140248838653803	-0.0260275000204221	0.0515998691060141	-0.0344633413610474
"V2700"	0.0425672251353626	0.0305497226982232	0.00281393669252257	-0.00192562822080493	0.0158120964229718	0.019543604875486	-0.0185391337800327	0.0105613084495641	0.000161253208384034	0.0195543053843702	-0.000793301296166279	-0.00135116799905188	0.00647297195007019	-0.0139036799388752	-0.00558353673070703	-0.0219981655458753	0.00398954091120905	-0.0168452297811097	0.00613940092492615	-0.00787214601125003	0.0058342058464618	-0.0108953953030152	-0.0277205885301541	-0.0123049087845913	0.00119956013456872	0.0120804855260156	-0.00409188437930304	0.0449884503567104	-0.0166888356992403	-0.0307977219431284	0.0102144052103019	-0.0196509847113936	-0.0290603102710498
"V2706"	0.0422901865903998	-0.0078884604779997	0.0174491912399187	0.0285856834588591	-0.00701311385132522	-0.0102438114035448	-0.0103683260351075	0.0085113010028778	-0.00592843573328635	0.00926384153510921	-0.0195283625281062	-0.00886070838771615	0.00226087217701659	0.00279159596945766	-9.21191633834547e-05	-0.0125221038597357	-0.028332275988564	0.00907502522494114	0.0067696174237099	0.0234678326974775	0.0200792013192076	-0.0186069268601176	0.00631613328895595	-0.0035636737779044	-0.00836988933935563	-0.0160736041042739	0.035293789301437	0.0299217849408819	0.00365838755472072	-0.0269325131550867	0.001589341131308	0.0127324960021566	-0.0049811851228355
"V2165"	0.042132742439464	0.0184723423979618	-0.00316770875243592	0.016914016241197	0.00394912225529942	0.0196324030484406	0.0038030432479332	0.0119508774318159	0.00629551553646943	0.0135457349627001	0.00741281711360838	-0.00348964757620872	0.00405116827982928	-0.00633696111431608	0.00671957562387765	-0.0262928881311161	0.00577498579668755	0.0175047820680193	0.00117831720103567	0.00214101987670456	-0.0358214083320805	-0.0116085031360464	0.00641627649969649	-0.0249872656808432	-0.0216975148357283	0.0297489078959464	-0.00455859210294848	0.023759842207795	0.030400830867293	-0.0247931882402386	-0.0376817194359136	0.0253116675597169	0.0159892188100979
"V1619"	0.0417312522105987	-0.0225141980498024	-0.00975550790998783	0.00836940798452456	0.0173180589955544	-0.0142443639511397	0.0139514636803672	0.000292252789187286	-0.00326700859623004	-0.0190643018555697	-0.0113755742557453	-0.0098607330091148	0.0175636675717657	0.000817652509158547	0.0167554259928496	0.00444514151926307	0.0144828788358984	0.00963781411074312	0.00798410445844491	-0.00997319032931551	0.00614933185564692	0.0255569809233045	0.0157783594606704	0.0297565787849259	-0.0301947322453806	0.00923343621230216	-0.0177152392820263	0.0105476200417818	-0.018887469920691	0.00426148327193524	-0.0209414637662281	0.016859054645769	-0.0028678576587741
"V2295"	0.041442238380236	0.0255047833622126	0.00946996738109367	-0.00596111807008525	0.0258455347378525	0.00117135962306443	-0.00657443237481146	0.0122244675050827	0.00828544536638411	0.0188019871722302	-0.00856678300885099	0.0134183959031139	-0.0165225780713373	-0.00141990572514661	0.00511233342918228	0.000229642898612265	-0.0173504362578818	-0.00154591657706349	0.0174723822769859	-0.0076990899906653	-0.0139475844086669	0.0251114079769828	-0.00623272888833416	-0.00968703370438287	0.000914631537912242	0.0380971838792905	0.013106227694716	-0.0127295689955229	-0.0216159204926776	-0.063758907357939	0.0158599859929856	0.0555077049973502	-0.0182730531202282
"V2034"	0.0403740775261573	0.000419688598399664	-0.00237187677404746	-0.00711299451048968	0.00665392618296822	0.0167119511304807	-0.0153309153237585	0.0133975937650947	0.0213291709176323	-0.0119394181584515	-0.0241919239752467	0.00382362405315069	0.0161697824726944	-0.00616447983519247	0.000316073910386967	-0.0106938615452805	0.0168254513428815	-0.00863138457166211	-0.0133882450967898	0.0263359942653443	0.0289509837387107	0.0229414247302713	0.00177100206010879	-0.00900931517825098	-0.0240037241788192	-0.00218829383898634	-0.0356018903245668	0.0235389568563285	0.0258813090262387	0.0226865419215325	-0.0324693933367641	-0.00995014706354073	0.00274134408288277
"V862"	0.0400503619651571	0.0169102875458553	0.00833343537062852	-0.0286381543761334	0.000472339153881975	0.0202385428649104	0.0109486526966448	0.00771504766407374	-0.0178412976958525	0.0157505675844517	0.00864216796286965	-0.013149340601481	0.00266346699018782	0.00172761737454944	-0.0228587352681203	0.00444786902749502	-0.0082948711138801	-0.018505902825337	-0.000191132541670006	-0.0059776455537158	0.00790506527167928	-0.000903900105759362	-0.0428702991895119	0.00514307296876842	0.00169450277731455	-0.00561869399776518	0.0152837763675246	-0.00673040905859919	0.030864716524408	-0.0458565289411095	0.00683881721521369	-0.0449013567920499	0.0124931662869313
"V2876"	0.0389931065427306	0.00586338929208661	0.00482253548280511	0.0248332576808414	0.0101969633939104	0.0118926847960764	0.0023322878008641	-0.0116602789913182	-0.00134591626684713	0.0296744554850334	0.0162703941411746	0.0201615202476934	-0.00581570591933758	-0.00907021119514338	0.000727918619878939	0.0227819493713377	0.00876103300496505	0.0262839863389848	-0.0162093956127917	0.017595261002966	-0.0228197663620024	0.00488996884913989	-0.0228803695977502	0.00025036896835075	0.00782940465644142	0.0233300653006364	0.0137879194169477	0.00100592880792242	0.000569442740874961	-0.0176583585041689	-0.022993272920828	-0.00867774011085492	0.00445211167086892
"V203"	0.0382206972475788	0.0110866774676169	0.00219559323686901	0.000553123721348975	0.00207937809427582	0.00441348014538063	0.0233107821231739	-0.00937749681881606	-0.0219444403817702	-0.0111287463149122	-0.00676492538184914	-0.0171678019440753	-0.0163032073442162	-0.0499148813034979	0.00450458106060289	-0.0150617017812375	0.0202932805199376	-0.0107316074809848	-0.00869262388723727	0.00125917655784558	-0.00496631064290218	0.0203606165618204	-0.000839869262093936	-0.00724241006445359	0.0068895814704618	-0.0102018061754097	0.0135751397224533	0.0214303807635411	-0.00834102847804141	-0.0425761167603912	0.0171003203999111	0.0169256097603489	-0.00210622581858851
"V1618"	0.0375489460137	-0.00598438599789599	-0.0155711917728717	0.0190192654477091	-0.00585640622392594	-0.0259975201201169	0.00384555465326419	0.00566236193263273	0.0255501582078012	-0.0147812234641255	-0.0142551861853367	-5.87911898254073e-05	0.0197031670454998	0.0111348752113264	0.0101236657712213	0.00376227352692484	0.00919907285504989	-0.00726313655826256	-0.0114835580543708	-0.00626606427333829	-0.0114117257624904	0.0449054954347516	0.00622377456969974	0.0233740731818923	-0.0122037448902499	0.0217654842561041	-0.00345789851946735	0.00196468502973087	-0.0314900872498333	0.00325173293118796	0.0193394506471423	0.0133187480426742	0.00361150519882996
"V1798"	0.0373677939535344	0.00629420984974869	0.00920335786648793	0.0102097002968646	-0.0365184541762848	-0.00620439101440529	-0.018870571623195	0.00857666852898261	-0.010063805482066	0.0137245172504657	0.00455782484260566	0.00817129477147157	-0.0132039322582534	-0.00926469296236404	0.0230961604574233	0.00663226600454876	-0.00285867531798344	0.0152381858578683	0.0155044752017465	-0.0169036146587096	-0.0147783695059039	-0.015277237986498	0.0131329768698994	0.00510354676773974	0.0313813728827234	0.0251489707962447	0.0296639237460334	0.0237783336873147	0.0156058998993625	-0.0155253728901386	-0.0163492249639106	0.0657522931404016	-0.00439780768827924
"V1232"	0.0368169138712628	0.00819858208373412	-0.00022069822829617	-0.000220043843920997	0.0389578901519457	0.00773901289351543	-0.0114274762071588	0.00584347529753395	0.0179258419813871	-0.0170100491669375	-0.0145659918864072	0.0393638398777835	-0.0150905252668544	-0.0121103244787609	-0.0142894962390296	-0.00371289072563825	-0.0127215065047559	-0.0107542469182723	-0.00422571599019736	0.0199245633902318	-0.00890461943456186	0.00440017600059611	-0.0104742115715759	0.0105500832609306	0.00776885660494569	-0.0064548373109734	-0.0180730693328954	-0.00417231654655778	0.00441861308284596	-0.00453030511689717	0.0047654717542607	0.0110724042349161	0.000456999803646845
"V2736"	0.0367905325640995	0.0218424304671487	-0.00858247892790883	0.00937326456036723	-0.0105358898389987	0.00294099913187059	0.00847574569808471	0.0113544828251111	-0.039694656811784	0.0168788668034261	-0.00490042257073418	-0.0147354546996774	-0.00855012467449794	-0.0136970491165229	0.0284418516086745	0.0141087650088694	0.0177012207040123	0.0240904632379061	0.00851937631960341	0.00302106083836842	0.00490606410759423	-0.0247711088488265	-0.0039528564052131	-0.00662092202441942	0.00812616925610656	0.013051738431144	-0.00585120580150484	0.00965971078738868	-0.0132480767731787	-0.00850949904463271	0.00411057351717514	0.0202969561851606	-0.00504634095081518
"V704"	0.0362162171371009	-0.00851687122341972	0.0190761276353587	0.0158481576230593	-0.0184084809868605	-0.00728212231489833	-0.00025235886535067	0.00599856813178344	0.0106545200911084	-0.0139727912322608	0.0342604633761389	-0.00816322962893708	0.00383493198487692	0.0210869038208186	-0.024235790972768	0.0145469042413275	0.00651749729106187	0.00806329863858814	0.0070036890950456	0.0215352687372407	-0.020568304800473	0.00386259035770022	-0.00337275179707183	-0.00856795788673742	0.0242993321276659	-0.0367945663769264	-0.00482710289128744	0.0279356672787745	-0.0144701854598697	-0.0326262915626239	-0.0151276616641097	0.00340933877154133	0.000261821850379168
"V1612"	0.0359617047945511	0.0282579203050175	-0.00904141075838358	-0.0144208297688326	0.000727009986184674	0.0092270802291404	0.0212576369542376	0.0209122701149984	0.0218999246675343	0.00907655242706668	0.00662969484752394	-0.0160372090665225	0.00239002743599927	0.0231475194011465	-0.0161124232721895	-0.0244483818255498	-0.000956018047985696	-0.00227490344501464	0.0030766570913324	0.0114019954580699	-0.0269232448616628	0.00107389155450167	-0.0026205984306339	0.00920284862069363	-0.00297336525201728	-0.0205316293919795	0.0213948045543466	0.0581497619187866	0.00717175230286538	0.0078004232681062	0.00972413729625131	-0.00357438297045791	-0.00466668951358695
"V565"	0.0352641065386924	0.0132129821664517	0.0239604035757767	-0.00383132786769529	0.0208667021964633	0.0194419087889825	-0.0308976016888394	0.0139962895137343	0.0131085534507445	-0.00441713414329627	0.00956739598182668	0.0115556111703568	0.00621696654704144	-0.0104550558767541	-0.00540451409352727	0.025148544978765	0.00554256188639268	0.0285944588283531	0.0103947972500576	-0.0119516407434528	0.0175212108250573	-0.00964850168941243	0.0208276063203419	-0.00323867965617269	0.0116566566781643	-0.0152185916260892	-0.0105604381168447	0.0230824875329065	-0.038449791137282	-0.00905403980089007	-0.0294326363435488	-0.0198787891407937	-0.00281622190394292
"V1323"	0.0352283195526572	-0.00305664837365287	-0.0263736129842095	-0.0055333188547637	-0.0120746268593007	-0.0304403180403999	0.00742443087318429	-0.00508931163296947	-0.0237462007867932	0.0184697373296236	0.00596798749258668	-0.010027631695717	0.0107132656117392	0.0035396363328883	0.0191591843010606	0.0191509222770761	0.00337591271115138	0.0392879513430529	-0.0115414193947854	0.00707555760286346	0.0051377852146598	-0.00768632236439199	-0.0074366607092402	-0.00716879986868651	0.00240319395776586	-0.0216757388833487	-0.0321500685298415	0.00234864703962138	0.00166076636021948	0.0102218081987758	0.0252564446770132	-0.0119796223838203	-0.0012320120933574
"V153"	0.0348972715271981	0.0220035708449979	-0.015500269338237	0.0315174820083749	0.0210114038393478	-0.00870581100496663	0.0152025453361755	-0.0154205206787602	-0.00723987221799125	-0.0110338403008545	0.000499039964324087	0.0203380041798781	-0.0048888179069987	-0.0110244051282101	-0.0095326079194793	0.0207503620455059	-0.00450438791899767	0.0199547721664701	-2.79809111539905e-05	-0.00463801223495406	0.0246160018418038	0.0213624021406373	0.00774009409039062	-0.00244482263128608	-0.0209276655561621	-0.0228905103167799	0.0063302230784543	0.0186750503785961	-0.0296562854296098	-0.00045454815518753	-0.00894351311232096	0.0203025885713696	0.00101342629911989
"V847"	0.0347602290405216	0.0167426862087943	-0.0034897150491808	-0.0131833783861932	0.0307306682720625	0.0290100987985853	-0.0113332859484663	0.00414910321100564	-0.00562692669094593	0.0321531553214891	-0.00607778603215996	-0.00076147692747257	-0.00978551786830398	-0.00312713672234296	-0.019913842564732	-0.00411405714546081	0.0197065257265102	0.00289638747822746	0.0122688026433103	-0.0202337725278673	0.0107352077612411	-0.00712474357197536	-0.0207313542643143	-0.0250464179187116	0.00322498343677233	-0.00678665644582454	0.0192445775593371	0.00900773122510072	-0.0133735801678078	-0.00174782854089248	-0.0636152464682694	-4.79932495167767e-05	-0.00636741988994916
