"PC1"	"PC2"	"PC3"	"PC4"	"PC5"
"Srd5a1"	0.0100384418153537	0.000365322153507122	0.000397158212753576	0.00188295487732375	0.000181794042358377
"Plce1.4"	0.0100381202684336	0.000342651529420685	0.000565673928269997	0.00168137816967949	0.00027395949314811
"Chid1"	0.0100379339451207	0.000476531284380366	0.000264846864941623	0.00189529137090722	-4.25843873152154e-05
"Gne.4"	0.010037796425293	-0.000730499277418053	9.20774248011572e-05	0.00141147914118072	7.9120999482223e-05
"Coq10a.5"	0.0100377739430761	0.000554382025322632	-0.000729145993549358	0.000704338580201061	5.42130145734567e-05
"Pck1.4"	0.0100373821917472	-0.000770513572481976	3.38589796297223e-05	0.00133107828835674	0.000156092156209987
"Dpysl2"	0.0100371799990251	-0.000447972276491798	-0.000296869151197239	0.00197359144534961	7.00428056552021e-05
"Gpx2.2"	0.010037135909818	-0.000654694383852836	-0.000342538811028859	0.00150356121036275	-0.000130655879998913
"Gnpda1.5"	0.0100367657841499	-0.000423634377637795	-0.000493699721094751	0.00181014004397169	0.000111776906171299
"Hs3st2"	0.0100366699048416	-0.000794792580849404	-0.000200979457079293	-0.00123376606667211	0.000264090635582937
"Tat.1"	0.0100365926840593	-0.000382401631610129	0.000907492545786611	-0.000499974012541483	0.000112819891323442
"Slco4c1.4"	0.0100364821160432	0.000188043481264145	-0.000914606206297078	0.000965070954995664	-0.000190739892925549
"Maoa.2"	0.0100364076242456	-0.000267535112854247	-0.000345108350095635	0.00219034385178729	0.000201254520845728
"Smpd2.1"	0.0100363419242801	-7.98563508163652e-05	-0.00085208490991013	0.00133835263993381	-8.66351482958628e-05
"Idh3b"	0.0100361229128284	-0.000182622608857114	1.69838904549549e-05	0.00241034710179882	7.03582904550581e-05
"Amd1.2"	0.0100361087799497	0.000587572637569428	-0.000437500479544752	0.00164311159219605	-2.86160117510498e-05
"Gnptg.3"	0.0100361079595964	-0.000761301251824536	0.000107087698372134	-0.0014830716820633	7.88735608177247e-05
"Chkb.2"	0.0100360300963773	-0.000567217011370691	0.000489024415536483	0.0016141901598647	0.000141221194375494
"Control-target.655"	0.0100357474341815	-0.000501683546976787	-0.000619015245328127	0.00152633638412645	5.17144478838937e-05
"Plcb1.2"	0.0100356892318583	-0.000122808083815132	0.000970698625933265	0.000841155888249399	-1.16690110401908e-05
"Kcng4.1"	0.0100353286483295	0.000910376467798624	7.04530365704947e-05	-0.000926066443611125	-0.000215620085555203
"Kcnq2.2"	0.0100351369965497	-0.000841071876549597	7.71102674284032e-05	0.00130405064849683	0.000120612009960578
"Slc7a3.4"	0.0100342182784334	-0.000472763014045375	-0.000867868835708942	0.000939589697167789	-1.96193972707228e-05
"Ptgr1"	0.0100340979072096	-0.000642092131119308	-0.000321718096413955	0.00184022349643281	0.00011211715857514
"Slc18a3"	0.0100340762568136	-0.000431066400593909	-0.000622921057650791	0.00180218918340953	0.000272590409547504
"Aldh3a2.3"	0.0100340653220257	-0.000610772124284545	0.000853240914046554	0.000317952906148659	6.5050088478814e-05
"Slc16a10.1"	0.0100338248948602	0.000598640499980277	0.000632959120580878	0.00146020039022183	9.07390226020766e-05
"Gls2.4"	0.0100338012524013	-0.000860618956238399	0.000279399993429151	0.00121979387577432	2.13022116180046e-05
"Dgka.4"	0.0100337579314895	-0.000984370426973594	-0.000225674602082313	0.000413692668389288	0.000248156842694982
"Agps.4"	0.0100337455320014	0.000526767572891429	0.000925666287004339	-0.000298191295474324	0.000126865942296525
"Slc51a.3"	0.0100336089695133	-0.000386376499069622	0.00100645631653433	0.000277921082165783	0.000230842738450379
"B4galnt1.5"	0.0100335645895192	0.000687765690642618	0.000773897279786346	0.000583181898829347	0.00014091327004011
"Kcnh6.3"	0.0100333097677249	-0.000198897207828727	-0.00100548329347498	0.000945730794266331	0.000513866314449715
"Adpgk.2"	0.0100333049834281	-0.000236170956797072	-0.000575493752547577	-0.00215761624016892	0.000435896845618832
"Tyw5.2"	0.0100332382376476	0.000790214497778141	0.000485311011360438	-0.00123396146984022	5.24741995158524e-05
"Pde8b.2"	0.0100329960237822	0.000511465796857425	0.000516037176263965	0.00194467853103037	-0.000106385271999858
"Ip6k1"	0.0100328749277436	0.000916495048789562	-2.34441884112138e-05	0.00125291805586269	7.88339181756481e-05
"Sgpp2.3"	0.0100316629311557	-0.00049150430698224	-0.000397243696344114	0.00222293892824722	-3.28866893601245e-05
"Atp5b.3"	0.010031163861224	-0.000724985763882195	-0.000843901872486912	0.000312414882949365	0.000659536388593365
"Ckmt1"	0.0100307936973073	0.000291980009259616	0.000557375132522719	-0.00231469544900236	0.000403477817719926
"St6galnac6.2"	0.0100303432320839	-0.000570669245148125	0.000933752143552894	0.000862258627187721	6.75482330732567e-05
"Kcnk15.5"	0.0100302241751335	-0.000200102029479174	0.000355902921863018	-0.00262185709576118	-4.4402081394864e-05
"Control-target.77"	0.0100301475417027	-0.000756828293113714	0.000402199945334915	0.001798502758548	8.20213002397627e-06
"Trpv1.3"	0.0100299911757666	0.000524988008530308	0.00103877475292313	-1.0679505789427e-05	5.22990377622519e-05
"Gria4.1"	0.0100298846859442	-1.45195026912726e-05	0.000743875878274842	0.00219371001152241	0.000233100402409918
"Srxn1.5"	0.0100298595799244	0.000248351549187085	-0.00038053297810359	-0.00259676407346091	-4.63175414127088e-05
"Gfod2"	0.0100296824065881	0.000413617014740159	0.000591323478401327	0.00221857513926863	-0.000154591908815488
"Adhfe1.5"	0.0100294871851633	-0.000518348779779209	0.000492729087639125	0.00222610659454892	0.000231289330421749
"Trpc3.5"	0.0100292545434643	-0.000896063865098047	0.000479334832832941	0.00127598674503126	0.000232982609919306
"Lypla2.5"	0.0100292010300519	0.000347530600923501	-0.000856664263056781	-0.0017926992203534	7.05082629187607e-05
"Gpi1"	0.0100287988951948	-0.000786316678061633	-0.000849762085775683	0.00041297462850274	0.0001831286296477
"Atp9a.5"	0.0100286698111016	0.000247251424315244	-0.00101616022045463	-0.00143795953024279	6.5378565241828e-05
"Galnt3.3"	0.0100285985078335	-0.000872654096426493	0.000686270323053951	0.000853852583291892	0.000178421174801607
"Loxl4.4"	0.0100283033149554	0.00057574306976369	0.00104697091363366	0.000249152110957642	-0.000127661602705283
"B3gnt6.1"	0.0100282930919508	-0.000579073588069291	-0.000547032549649871	0.00213794994997968	0.000262709156879736
"Srd5a1.2"	0.0100281835433522	0.00031516278323403	0.00115642787600233	0.00048718070837839	0.000104403949808351
"Slc25a46.1"	0.0100277779194192	-0.000602049155928533	0.001037175355697	0.000373219043053005	0.000206526932576206
"Cyb5d2.4"	0.0100277271188849	-0.000188861110849244	0.000281316879945529	0.00281878974557732	0.000271432243366892
"Met"	0.0100276463791727	0.00110309854835147	-0.000257174702631093	0.000604222998682899	0.000338245610433662
"Slc17a1.1"	0.0100274070884348	-0.000545199515185911	0.000934027429371346	0.00135426634085401	-0.000135254004531165
"Etnppl.1"	0.010027224997766	0.000744645044414945	-0.000359740538397639	0.00210758988870259	-7.46580362782711e-05
"Slc3a1.1"	0.0100269832542899	0.000753615892394753	-0.000704027899060299	0.00153204919547158	0.000310533319567397
"Gpx4.4"	0.0100268490791437	0.000639856368759082	0.000427501955659402	-0.00227996177968359	0.000246890202522578
"Gale.2"	0.0100266096627311	-2.28037934019673e-05	0.000896864978265766	-0.00209684817125638	-0.000292980232921739
"Apof.4"	0.0100265778198536	0.000382677148747775	-0.000826745915257812	0.00203593011634319	0.000153133844533217
"Mtrr.5"	0.0100263868855999	0.000949387584079565	0.00036366117631799	-0.00155888750318165	0.000104048605806022
"Naglu"	0.0100263290935993	-0.00109590982736704	-0.000388128193874301	-0.000628518034896029	0.000356592534985947
"Control-target.648"	0.0100262693440775	-4.1687727670603e-05	-0.000933398843293383	0.0020282994272889	0.000181349149645968
"Gtdc1.1"	0.0100259653891333	-0.000998291392112632	0.00022656629532438	0.00154961546301367	9.3804791694906e-05
"Control-target.188"	0.0100256140873673	-0.000665025584437932	0.00102731637763697	0.000636974572870084	0.000282878668382937
"Slc6a13.5"	0.010025564865104	-0.000597840229600792	-0.00110736780358231	-3.28186903610575e-05	2.44620974922515e-05
"Clic1.2"	0.0100252350004283	-0.00016280775850944	0.000976580841401529	0.00195040427304649	0.000119726708368821
"Mthfd2.4"	0.01002516994002	-0.000456403822792624	0.000831882541656131	0.00203222935160995	-0.000177386703098017
"Gabrd.4"	0.0100250595125169	-5.40984476334814e-05	-0.00119390018304184	0.0011532611687514	0.000122555066180231
"Mmadhc"	0.0100246535446596	-0.000613311130775752	-0.00112009584817861	-1.60486326207992e-06	5.13778333388207e-05
"Cacna1g.1"	0.0100243296832371	0.000751066195585129	0.000996447909341531	-0.000605048990238478	0.000133000933940429
"Abcd3.2"	0.010023966771085	-6.51519577406928e-05	-0.000460006983244069	0.00292577972517921	0.000502010518984002
"Asrgl1.5"	0.0100237796393859	0.00113372406254853	0.000433686068514444	0.000650179796258886	-9.64957836070482e-05
"Aadac.2"	0.0100235346973202	0.00114323869793683	9.2428579849751e-05	0.00117404423218158	0.000330399043536391
"Nat8l"	0.0100233175285646	-0.00109899432699931	-0.000105376241242043	0.00144082943554494	-4.21151610655425e-05
"Btd.5"	0.0100227840740912	0.000104844560752924	-0.00111392627880511	0.00174090179099451	0.000214108457558231
"Nrip1.2"	0.0100226997148152	-0.000778850688757116	0.000727250472977575	0.00179775910830141	0.00010689793433305
"Gpld1.1"	0.0100222579300203	0.00114916293118618	9.07287334812523e-05	0.0012987523297996	1.18281401698589e-05
"Pnpla2.5"	0.0100215406927431	-0.00100264934592704	-0.000286187352691242	0.00188135201239446	-0.000159171670644905
"Serpina1c.1"	0.0100215110512884	-0.00119778461682298	0.000372153856684479	-0.000659722124670581	-0.000229904453075312
"Fto"	0.0100214909637934	-0.000416791172709969	-0.000388354698417697	-0.00292740634846229	0.000156836135228124
"Qsox2.4"	0.0100211560424432	-0.000745859880722994	0.00100319524298734	-0.00114962534409133	-0.000100437018853862
"Ckm.4"	0.010021112327621	-0.000921702286639458	-0.00043638665696246	-0.00201685178634498	-5.34832257723041e-05
"Abcc1.3"	0.0100210316985998	-0.000967237310690647	0.000791767592051734	0.00102567384469783	5.78385213575482e-05
"Dhdh.1"	0.0100208490576513	0.000599521580103656	0.000920420736772148	0.00189785346315073	0.000216510718691669
"Gnptab.1"	0.0100207570246823	4.86318791222364e-05	0.00137402898002196	-0.000186184336516586	-0.000138100887591265
"Impdh2-ps.5"	0.0100207035234236	0.000298486046613061	0.00115449068749517	0.00162580942536078	9.8490893524038e-05
"Asic2.4"	0.0100202089335703	-0.00112970583744912	0.000455647762900151	0.00121455512095331	-0.000144107792777626
"Slc39a14.3"	0.0100200978417649	0.000758636463863659	0.000285057361981048	-0.00260452669908591	8.44095303462191e-05
"Lss.3"	0.010019847482258	-0.000550506971316155	-0.000663108377247524	0.00256798736996241	0.00041564708888695
"Slc8a1.1"	0.0100198393529973	0.000153002021500205	-0.00131858863346944	0.00101503498683881	0.000115724471200019
"Slc29a4.3"	0.0100196532091863	0.000212170299429106	-0.00109611090143472	0.00200039680023607	0.000177639821990358
"Pcbd1.3"	0.0100194675675151	-0.0011167166262846	-7.23876990312575e-05	0.00174489011151465	0.000487320735585533
"Slc35c1"	0.0100194589153233	0.000879554671062909	-0.000998715780774418	0.000696098210932729	5.42521182379839e-05
"Tyr"	0.0100192862746867	0.000137269198122811	0.00111783318714882	-0.00200294657747878	-9.15351836385644e-05
"Chsy1.1"	0.0100188715141335	-0.000940911472620457	0.000755504209080063	0.00153803381572377	0.000198499268114811
"Hnf4a.2"	0.0100188592825056	0.00126361734690315	0.00039034478346425	-0.000350463852325299	8.97151667912536e-06
"Sfxn5.3"	0.0100187548622379	0.00016638020762227	0.00139814180717513	-0.000330312991684747	0.000300189426162872
"Cngb3.2"	0.0100187529969361	-0.0011169619797638	-0.000304188855565374	0.00166305168214093	0.000289140141193638
"Control-target.131"	0.0100186401462989	-0.00106415697034494	0.000289270176040446	0.0018973081776751	-6.20897999681212e-05
"Qsox2.2"	0.0100181433737643	-0.000112490953538018	0.00122050231752139	0.00174370196990752	-0.000152853353639719
"Sult6b1"	0.0100180393861569	-0.000364252908900839	-0.000965013477949939	0.00233811625767303	1.4485004993719e-05
"Gclm.2"	0.0100176232672464	6.21452165141379e-05	0.000635013606805741	-0.00307161364912912	-0.000177012103524104
"Chpf2.5"	0.010017270661358	-0.000756854953341418	0.0011883216093174	0.000330111100262612	-0.000128790245780202
"Control-target.466"	0.0100170356295345	-0.000802619674331228	-0.000152327062651455	0.00275932729120787	0.000125583017202746
"Slc7a4.3"	0.0100169949583986	0.000286071742367504	0.000863299794806844	0.00267908014893851	0.000236783837678281
"Rhcg.3"	0.0100168230534186	-0.000731141326728249	-0.000495133425218134	0.0026703011523238	-8.67644886400363e-05
"Hyal2.4"	0.0100166857485305	4.4771168870879e-05	-0.00134441623957275	0.00132415832796767	-2.51125991856711e-07
"B3gnt7.2"	0.0100166670032576	-0.000941460217899644	0.000439397870165811	0.00227766297994552	3.03260424992488e-05
"Ldhal6b.4"	0.0100166260696078	-0.00118965456330881	0.000690958446598932	-0.000380659382551324	1.7570416982113e-05
"Acat3.3"	0.0100164855164935	-0.000705021774524549	0.000990718572382654	0.0018144707610811	1.47148866036219e-05
"Slc2a9.2"	0.0100164838725156	-0.000920350827415727	-0.000501985485908193	0.00227264365855064	0.000109912981915224
"Slc41a3.2"	0.010016430930887	-0.000830758984603362	0.00103166791523839	0.00125811976513622	0.000475522188282322
"Ado.2"	0.0100159385343188	-0.00135708700542898	5.62794608897523e-05	-0.000530436714020727	0.000220220241279774
"Atp5c1.2"	0.0100157592536244	0.00022517427458188	-3.53484180985533e-05	-0.00346292921894443	0.000200408242672069
"Control-target.271"	0.0100155881858483	-0.00094336243371341	-0.000242270074857494	0.00250236894326997	0.000139460106068322
"St8sia1.2"	0.0100153694275056	0.000377908281584557	7.69243913835197e-05	0.00338924149612608	-2.98216900192786e-05
"Slc44a3.3"	0.0100150183353061	0.00102922649328303	-2.95651958027469e-05	0.00238023018154801	-9.1111058596635e-05
"Rdh12.5"	0.010014784555069	-0.000589019637462712	-0.00108584398266328	0.00191597545759279	-0.00010757740931223
"Gstm7.4"	0.0100147734198921	0.00116014646992524	0.000821815342992312	0.000207091554843108	3.05440589491029e-05
"Slc5a8.3"	0.0100143755497401	-0.00121586106000613	9.15627924092906e-05	0.00175989252482488	1.20687354784639e-05
"Slc6a18.3"	0.0100143545557878	9.62335796632663e-05	0.000594419594358489	0.00327013170691764	0.000207402076332977
"Slc35b2.2"	0.0100142387976385	0.00011768770817961	-0.0014336610989327	0.0010114934007213	4.18813395712277e-05
"Nos3.1"	0.010014200564558	0.00106857693459041	-0.000931109693808638	-0.000676444031237018	0.000192135118889761
"Slc36a2.4"	0.010013786547696	-0.00106088259482819	-0.000590326764399495	0.0019078078891485	0.000143246298481994
"Gpd2"	0.0100134592076323	0.00109194809192711	-0.000603717831341275	0.00179308722966246	-2.70908099908104e-05
"Cers5.2"	0.0100133247769682	0.000279667928159933	-0.000641236339753711	0.00319918599264754	-3.04309922964452e-05
"Hsd3b3.1"	0.0100126728014187	-0.000990811735785908	0.000928966391173837	-0.00141193191622475	-0.000163912393486738
"Slc11a1.1"	0.0100124495823443	0.000551990802974054	-0.00103480522870227	-0.00229837721359779	6.45449901289626e-05
"Oca2.5"	0.0100122815525765	0.00141315476771465	6.6502506930982e-05	0.000628097320418184	0.000116000727846858
"Ak4.4"	0.0100118636410155	0.000869328035724127	0.00110409035103135	0.00129946310353722	0.000220102661333866
"Ip6k1.4"	0.0100118633164884	0.000930263411425099	-0.000154018184921871	0.00278770417310833	0.00021866721055895
"Control-target.343"	0.0100118043349779	0.00117431314852062	-0.000787575112799764	0.00102889142292941	-8.62102903569641e-05
"Slc26a3.5"	0.0100114332905651	-0.000452969255010413	-0.00112739321052677	0.00225950693573776	0.000400838080302031
"Glrx.3"	0.0100111259962976	-0.00052638296653178	0.00124153389830758	0.0017876291109114	-0.000102190737784372
"Kcna6.1"	0.0100111250342577	-0.0011360001543321	-0.000342471961388099	0.00216877433688052	0.000125701729959469
"Slc39a13"	0.010010800051149	8.34178801798939e-05	-0.0013698249982348	0.00177422712770014	2.37022126964426e-05
"Kdm6a.3"	0.0100105335253114	-0.00108364849855139	0.000578398405857464	0.00209920198271917	-6.3411497682828e-05
"Cers6.3"	0.0100103898429958	-0.000462168504685989	-0.00129355889658264	0.00175668212597752	1.35685008207305e-05
"Mtrr.4"	0.0100103356912372	-0.00121135792931715	0.000249824433195535	0.00202714872860432	0.000205238761224681
"Glra2.1"	0.010010113192463	0.00110841734329314	0.000847902072930871	-0.00141354897000742	8.46306522619708e-06
"Slc35d3"	0.010010031331178	0.00120277606106771	0.000789325132988896	-0.00107274111196401	-1.17339416412556e-05
"Mthfd1l"	0.0100096971046592	-0.000262881640332232	0.001377684986957	0.0017209753154743	-9.67136446035638e-05
"Ippk.1"	0.0100096756659738	0.000621255587734959	-7.33892810585537e-05	0.00341590654035895	6.49394077575946e-05
"Abca7.1"	0.0100095652317718	-0.00108936874072309	0.000721858120081701	0.00188797441594983	0.000347931001541203
"Daglb.3"	0.0100094178201933	-1.16054189913656e-05	-0.0014227905972332	0.00166682514594916	8.8341145156195e-05
"Daglb.4"	0.0100092713440702	-0.000679759225614679	-0.00103173864800942	0.00229721672535101	-8.41782724280243e-05
"Amdhd2.4"	0.010009192213789	-0.00146553428627104	-0.000149705321107905	0.000516014133997695	-0.000231884314955261
"Gpx5.4"	0.0100091880320524	0.000372590666613878	0.00151333740574562	0.000660395283571279	0.000350435988020898
"Amd2.5"	0.0100090599966075	-0.000985774751566443	-0.00102925442078994	0.00143452984556293	-5.3078917787633e-05
"Galt.5"	0.0100090046964848	-0.000846021608836985	-0.00111656127883782	0.00163531494625919	-5.55501155195599e-05
"Slc35c1.1"	0.0100089963815742	5.23370694216385e-06	-0.0011164561555281	0.00270767387344908	0.000282517682578441
"Slc26a2.1"	0.0100087385906337	-0.000285439296195877	-0.000501805781386082	0.00354069205905096	0.000189524056926256
"Tpo.4"	0.0100085433977147	-4.46661819585737e-05	-0.00101861855233819	0.00294044390450526	-4.00219337816733e-05
"Fads1.3"	0.0100084750662825	-0.00107215138585212	-0.000471020491737456	-0.00241749099817757	-0.000145952994974717
"Arg1"	0.0100082336910904	-0.000808749535351001	0.00119594761010585	-0.00150654430149334	-1.94694934112842e-05
"Chrnb1.3"	0.0100076973004272	-0.00138563396916429	0.000265856792632857	-0.00139092858955777	1.68252335603893e-05
"Kcnk5.3"	0.01000746297264	0.00120388060401128	7.0030336681199e-05	0.00233259188383727	0.000191658640090561
"Alkbh1.3"	0.0100071439183224	0.00134332403757883	-0.000477855749486752	0.00139996130602274	0.000124234025112509
"Gm4943.2"	0.0100068475777507	-0.000433600517403167	0.00143639903337041	0.00145925358759215	5.11134237036632e-05
"Cacng7.3"	0.0100067711597782	0.000930406558600255	-0.00114122973972619	-0.0014397205266214	0.000251202822293237
"Control-target.728"	0.010006657057317	-0.00132040599549682	-0.000707375109465655	0.000980083647275935	0.000141251854671453
"Atp5g3.4"	0.0100065356583451	0.000176947632145678	0.00158561066858373	0.000825193382801712	0.000100345478051151
"Atp11a.1"	0.0100063666919233	-0.00147888007336572	0.000420867953890139	-6.15752052017782e-05	8.91139609861934e-05
"Slc12a1.1"	0.0100063097958485	0.000402274633949762	-0.000618474309512348	0.00346714674351354	-6.50464909263111e-05
"Abca4.4"	0.0100062649347146	-0.00109484117372242	0.00103350503175393	-0.00118146255530459	5.64499180204597e-05
"Coq3"	0.0100062051796044	-0.00107802418225747	0.00104339114328698	0.00123901077135891	-0.000286822378390909
"Adal.5"	0.0100059650482373	0.00116654963338265	-0.000661406879062175	0.00200491633998734	0.000120896298548235
"Kcnk3.2"	0.010005716647938	0.000298592049506014	-0.000826340070446038	0.00331198968112411	0.000231808607976358
"Cyp3a16.5"	0.0100055543574624	-0.00138164214010897	0.00014690182999445	-0.00171679399954407	-7.66818749421511e-05
"Clcnka.5"	0.0100054016452252	-0.000577203787392535	-0.00136766759243242	0.00165162610012262	0.000174402498278207
"Cyp2a5.2"	0.0100050474376658	0.000103198077538457	-0.00143985579584838	0.00194469866252801	0.000161971851786874
"Mogat2.1"	0.0100047121942145	-7.08062978160952e-05	4.70344913750757e-06	0.00396338865241599	-9.37488986743961e-05
"Galntl6"	0.0100043392038407	0.000791486074716431	-0.00116682953041282	0.00201072022836985	0.000185385888177826
"Ech1.5"	0.0100042047797873	-0.00115983771818957	0.00104060389783479	0.00099772033724648	5.85908514088233e-05
"Arnt.1"	0.0100041872571355	0.00148949388663075	2.00190560243059e-05	-0.0012151612933001	0.0003227908750678
"Pde6a.3"	0.0100040402036121	-0.000730547412131043	0.00145930824203601	0.000609548333486223	7.60889682342625e-05
"Dpep2.1"	0.0100038569066241	-0.00116964107125155	-0.000836315970826297	0.00177038782850976	0.00024848861450585
"Slc16a14"	0.0100035806588471	-0.00081556113531461	0.00143790105271313	0.000107010894745646	-9.16079820486329e-05
"Slc22a12"	0.0100034467997285	0.000662048462743369	0.00130652951967783	0.00189137459141411	-0.000116955065885172
"Dhrsx.5"	0.0100032553357684	-0.000560509584520198	-0.00152848220120724	-0.000930650965907972	-0.000165061822893587
"Slc22a19"	0.0100031859530823	0.000368447515688762	0.0016407221153881	-0.000158795413945465	0.00014292190955257
