"Barcodes"	"P3"	"B6"	"Nude"	"ThreeD"
"BRDN0003510401"	-0.0627414398046205	-0.199358177551522	0.0756340095906904	0.252237150560336
"BRDN0003494598"	0.179988173135842	0.316212566024328	0.129612062208163	0.996722720775225
"BRDN0003510958"	-0.0695601979784484	-0.0538478709452279	-0.246183594665612	-0.894033092142811
"BRDN0003493609"	-0.0411012835509287	-0.00453023387197765	-0.147619113527529	0.0402341095196449
"BRDN0003499531"	-0.0984280182944593	-0.264819068603095	-0.299476749194695	0.188330990181492
"BRDN0003506040"	-0.0527476862130772	-0.0870909723640525	-0.16422868197224	-0.301076602399316
"BRDN0003497925"	0.0799805777450908	0.281280317300863	0.186528099142847	-0.0339073653768418
"BRDN0003507441"	0.0338734694708314	-0.1666284975485	0.0921709481260921	-0.477255510950234
"BRDN0003509771"	0.033536331825319	-0.191236121483181	0.182113363302767	1.66847864821959
"BRDN0003510361"	0.0403727583704657	0.0944313269860188	-0.0103631274153122	0.214502443177596
"BRDN0003499357"	0.00488181039158954	0.0719442185642843	0.192670661330485	0.522491601834303
"BRDN0003497594"	0.00620743184730069	-0.0463710433749231	-0.0686005513459972	0.289644825407593
"BRDN0003501466"	0.0648161607505015	-0.0175685548835469	-0.0367685255224446	-0.316213519896438
"BRDN0003510369"	-0.0852612390356866	0.0728171416481476	-0.276599689544515	-0.861062629793646
"BRDN0003511329"	0.0190336703831856	-0.154195964369811	0.0722262039277479	-0.0321764362450207
"BRDN0003508410"	-0.0704413566451576	-0.141832902576506	0.208212058204243	-0.0135638692206127
"BRDN0003510077"	0.00601765420951161	-0.143888613006884	0.394489953491899	-0.965248954814516
"BRDN0003510070"	-0.106599157176235	-0.397041694802185	-0.24942323441094	-0.28837188765082
"BRDN0003510180"	-0.107449734756922	-0.177361045371809	-0.199259857874368	0.0142075772484954
"BRDN0003506634"	-0.0173223492190079	-0.221280300204897	-0.0664268920174675	-0.247786386726048
"BRDN0003505310"	-0.0718737484947814	-0.00751006912664265	-0.382938867469528	-0.259754859331763
"BRDN0003507714"	0.0235517782443394	-0.253048096217667	-0.0464135875231851	0.244835247398807
"BRDN0003500994"	-0.0989402489073441	-0.466902596920712	-0.00827923315155808	-0.404271312526705
"BRDN0003510969"	-0.064714987344934	-0.0355475308841111	0.120706950882647	-0.908704352502341
"BRDN0003509940"	-0.0200652277837751	0.0224846156421815	-0.214895599989379	-0.360126060768849
"BRDN0003509389"	-0.0168255040774938	0.382011818482049	0.104314681518541	-0.646149343284552
"BRDN0003497530"	0.0061080863243367	-0.0495390261345236	-0.261665262874779	0.0147055789505458
"BRDN0003494687"	-0.101967389338088	-0.256303666534157	-0.299579685446025	-0.112343684304657
"BRDN0003495681"	0.046602378998681	-0.0372695232681991	0.0987792855941704	-0.181305649990257
"BRDN0003499354"	0.0254020709762633	0.178433727260245	0.178996733367111	-0.102071179281236
"BRDN0003504226"	-0.0207158100482643	-0.243999636697017	-0.133535109645104	0.482718702569478
"BRDN0003505578"	-0.0626574352553671	0.0712374689240549	-0.305523183873103	-0.316619766701927
"BRDN0003504925"	0.0668437986634348	0.184444811830143	0.310669989866248	0.176282579863259
"BRDN0003505798"	0.0491250042308218	-0.151033539442792	0.134100791222192	0.169001744203672
"BRDN0003506038"	-0.00866990333498085	0.0977156548023466	0.175364223961896	0.386830956790173
"BRDN0003500562"	0.0081571685446517	-0.00480419348311182	-0.0242455993084979	-0.0617219624852588
"BRDN0003505700"	0.0399293275983749	0.103554233557719	-0.0285414877531884	0.134707734955263
"BRDN0003495433"	0.0174236163350526	0.0512133278951542	-0.133294527454971	0.045389132392747
"BRDN0003509169"	-0.0558330406422671	0.148058543326405	-0.0741268838517759	-0.302984913154942
"BRDN0003499349"	0.00110986351347406	-0.0694986885166482	-0.0409699770258687	0.113837275984473
"BRDN0003509484"	0.017472684079077	-0.152417626507896	0.293032270460543	-0.47263675464921
"BRDN0003511232"	-0.0610671470487781	0.0277586590496564	-0.0554202694613814	-0.604988916920608
"BRDN0003504519"	-0.11920783329415	-0.227224130009422	-0.522181605791999	-0.852587469447437
"BRDN0003506554"	0.0422263728319951	0.0984239450864797	-0.0950473874812011	-0.205685137371185
"BRDN0003502321"	0.0189942146654136	0.0825795303094623	-0.0189798943927274	-0.0536135502706957
"BRDN0003497758"	-0.0398017757776938	0.201107339208892	0.071493195711018	-0.310224426333898
"BRDN0003496581"	-0.00879808379112262	-0.24017078525595	-0.170326150199232	0.162879035073026
"BRDN0003504540"	0.00681828055146527	-0.0219523614735189	-0.221650458611355	-0.299124024058902
"BRDN0003497055"	-0.0111487246170418	0.00171800362200213	0.173808559006811	0.0291040892760375
"BRDN0003509199"	-0.0841255219062939	-0.318420688984945	-0.353696056744415	-0.535629680427999
"BRDN0003503387"	0.0333915744621964	-0.120106647838591	0.00672712239932969	0.0127081057163315
"BRDN0003497359"	0.00912194909139939	0.151678106966029	-0.0770410298097905	-0.000408424119080278
"BRDN0003506792"	0.0161535304901878	0.065775574933116	-0.102847110660515	0.20012984848106
"BRDN0003506787"	-0.0614783541459687	0.104618136410112	-0.0540768691216334	-0.159505446528032
"BRDN0003499074"	-0.023972307244256	-0.144600811260555	-0.149629986062533	-0.0355549081476843
"BRDN0003507372"	-0.0328837071631501	-0.210573089268814	-0.0562328715308726	-0.455061609906477
"BRDN0003500616"	-0.0621553974146303	-0.089050982577487	0.00163731534343044	-0.130364355744899
"BRDN0003503879"	-0.0155419936082903	-0.128198660792167	0.0609374091925868	0.221299587609841
"BRDN0003509770"	-0.08030998894574	-0.172491577744697	0.181724522566541	-0.711470417854679
"BRDN0003505369"	-0.0246821173559954	0.153260271535901	-0.14571644278702	-0.1691708134469
"BRDN0003503120"	0.00551369032066631	-0.106056128941474	-0.032795585619321	-0.0625188641483344
"BRDN0003510368"	-0.0525089554574382	-0.114632588880326	-0.221817877057366	-1.35763475391246
"BRDN0003500689"	-0.0949923649212621	-0.431698635440644	-0.0603492420019726	-0.769085405273372
"BRDN0003509718"	-0.0406075863021513	0.18644331653145	0.153562197546169	0.332429416883582
"BRDN0003503788"	0.00418298139248892	-0.0642761960957743	-0.000481716616867051	0.0921881723284656
"BRDN0003505562"	0.105045821190944	0.216927489330242	0.287358981697922	0.370145948989411
"BRDN0003507491"	-0.0163490480363579	0.0640213803757035	-0.180129865499524	-0.193841224701519
"BRDN0003496453"	-0.00476217219015475	0.0329386216697322	0.0161081676595952	0.376034576033454
"BRDN0003502814"	0.179638790175379	-0.130804828437836	0.00871920549982852	-1.01866463689212
"BRDN0003505935"	-0.0225685506283969	-0.0625286782544883	-0.077993413452044	5.58554938450234
"BRDN0003496566"	-0.0913207435069012	-0.429726457473799	-0.246451090941013	-1.10634865288638
"BRDN0003501771"	-0.0540309755210668	-0.172703832432692	-0.295161483788277	-0.555326711882396
"BRDN0003493585"	-0.0738477188091085	-0.490478572466552	0.0995260255376996	-0.748573364928553
"BRDN0003510809"	0.168768303835637	0.22212896263043	0.0207390532037086	0.0146631363936227
"BRDN0003493516"	0.0583951149748904	0.157223818158542	0.16586389718216	0.264709721783635
"BRDN0003501263"	-0.0774998897739079	-0.103579437273038	-0.117807124734267	-0.133403897278018
"BRDN0003502306"	0.0349860916318689	-0.0674308790468069	0.00663336514039703	-0.357979021213015
"BRDN0003509927"	-0.220192451503092	0.0242454263833218	-0.173781024561695	-0.530252091917874
"BRDN0003500069"	-0.0809155412589764	-0.113128956834261	-0.000710909179778743	-0.901148244408601
"BRDN0003495618"	0.0980033747515227	0.0781546204557191	0.142856662236827	0.233378161654875
"BRDN0003508840"	-0.00553633481582158	-0.156280398082602	0.0569266375305824	-0.0235324982475042
"BRDN0003511376"	-0.032640067678089	0.0898760114962851	-0.0622807222964238	-0.0132394567869273
"BRDN0003503298"	-0.00479341045167411	-0.0923861566802275	0.0424227431568386	0.0298679558475739
"BRDN0003502292"	0.0487943606407591	0.37212804440038	-0.211722958198244	0.139582827260316
"BRDN0003510085"	0.0345587442583271	-0.0846807540559048	0.010359845898929	-0.186723171335074
"BRDN0003494672"	-0.00352471120633119	-0.07097551076094	-0.000388198738114132	0.228493728730392
"BRDN0003495192"	-0.0838074713671923	-0.244919004654569	-0.250733288857312	-1.02883820636605
"BRDN0003506698"	0.0882754324620754	0.136022067693562	0.16585018281125	0.179998144904592
"BRDN0003507393"	-0.00676433139343992	-0.0468612798905428	-0.0859009634606322	0.0876089863670121
"BRDN0003502700"	-0.0341304573088198	-0.170240597975127	-0.371552848809171	-0.429072632920278
"BRDN0003509024"	-0.0244545120190698	0.0692088250595383	0.13309415826419	0.106184577086447
"BRDN0003510324"	-0.00139092712903852	-0.147542007163865	-0.169748315727677	-0.555293173753704
"BRDN0003507649"	-0.0267014149419015	-0.139617055989336	0.247301352649621	-0.0590678298151065
"BRDN0003510998"	0.0680662473677	0.0725200367697793	0.0187004856495225	-0.564211708284123
"BRDN0003505013"	0.0491355247672744	-0.160188451909102	0.1454116073374	0.760380780899717
"BRDN0003500365"	0.0127747955499778	0.214972688948123	0.124836124014208	0.122568017076354
"BRDN0003499729"	-0.074450383864427	-0.355247709543432	-0.169740873137701	-0.904402360060389
"BRDN0003506624"	0.108297083613297	-0.228320518958033	0.259120684288726	-0.518491873768739
"BRDN0003511166"	-0.0166435922287369	0.15997354735091	0.117448511796126	-0.128092984613571
"BRDN0003499112"	-0.122372402412543	0.0709480407795836	-0.335997924661301	-0.864003878140389
"BRDN0003499117"	-0.067346823328701	-0.152397103846561	-0.23140716785555	-0.0416772122934049
"BRDN0003506827"	-0.0498959626942546	0.135606419803385	0.166934589991432	0.163757598485218
"BRDN0003508521"	-0.0118671792586148	0.0129077406139022	0.292920113894026	-0.52002116639539
"BRDN0003498631"	0.0112572576601713	-0.0510934245769304	-0.0513192459393953	0.275896156746812
"BRDN0003499600"	0.362286769704521	0.115451487929952	0.15055217442958	0.706568251867372
