"GeneID"	"P7_1"	"P7_2"	"P7_3"	"P3_1"	"P3_2"	"P3_3"	"B6_R1C1"	"B6_R1C2"	"B6_R1C3"	"B6_R1C4"	"B6_R2C1"	"B6_R2C2"	"B6_R2C3"	"B6_R2C4"	"B6_R3C1"	"B6_R3C2"	"B6_R3C3"	"B6_R3C4"	"Nude_R1C1"	"Nude_R1C2"	"Nude_R1C3"	"Nude_R1C4"	"Nude_R2C1"	"Nude_R2C2"	"Nude_R2C3"	"Nude_R2C4"	"Nude_R3C1"	"Nude_R3C2"	"Nude_R3C3"	"Nude_R3C4"	"3D_1"	"3D_2"	"3D_3"
"Abca5"	-0.0208951482259689	-0.0534796390187489	0.0195682428853311	-0.0590708243757694	-0.0624841546430122	-0.0582165318168706	-0.049997705401953	-0.135205943121928	0.183401205901004	-0.180617555419226	0.0471350774988638	0.0531766681402338	-0.0654761098292217	-0.0376813675036453	0.099983473228422	0.104970389452552	-0.0253886031591366	-0.0689672267705534	-0.0580677218340177	-0.0319502234995784	-0.030526886707845	-0.287112997356501	-0.256727190024629	-0.431423229306584	-0.00803234261275251	-0.159564411930033	-0.469081858872792	-0.136084086052274	-0.298288258656705	-0.107198640632288	-0.11716162675953	-0.148517713685049	0.119972243363262
"Abca6"	-0.0495071359133819	-0.0167634853684344	-0.0450847410108414	-0.0619898506259199	-0.034791125850157	-0.0264153003597734	-0.00382238046734291	-0.129774034385232	-0.140691423218391	-0.229020990332975	-0.292224714366061	-0.580448816883316	-0.139019972808415	0.131985413793864	0.0590812146089837	0.12949222328173	0.00890886270891647	-0.254771006196959	-0.208774913963361	-0.0991616516803331	-0.000815469694560768	-0.126983697552374	0.0794998902886564	0.168923940985762	-0.471686703920759	-0.185276613244806	0.00902834357344347	-0.341711625405145	0.0491067819072168	0.125493196335083	-0.0355195331407064	0.2486878770148	-0.00384939356905746
"Abca7"	0.0247486882985868	-0.00649312980600583	-0.00703331477689248	0.0247639719867967	-0.0308803724742591	-0.00872186655634898	-0.0338338051596358	-0.0915138449884368	-0.0352744722673547	0.0338857787175059	0.101395110819046	0.0138879986534536	0.0863257581812881	0.207369319582559	0.277626457396919	0.0349366553833962	0.0769044186667864	0.0985958916322714	-0.0153994136401488	-0.0730898800002322	-0.10383366643625	0.400150262367688	0.116537563653853	-0.021657504775695	0.136664588289557	-0.0299991537182733	0.122996428863518	0.0040309839129175	0.247736036068164	0.253749078081161	0.0647639334268533	-0.173742049510141	0.239346923347462
"Abca8b"	-0.0934088512667726	-0.124287402156769	-0.124434819978385	-0.041941882770863	-0.133155373688024	-0.0800153923548892	-0.161603990755653	0.0509499586348392	-0.308875030723256	0.29958278636194	-0.256502474956637	0.166891880325434	0.174390993185781	0.0805168804030766	-0.224484044626094	-0.172368023907245	-0.149300448090172	-0.140188131134127	0.021314319178357	-0.329615144525796	-0.0200707825098608	0.115834981515513	0.0514468804421356	-0.319361813013653	-0.367181893492266	0.238854317336959	-0.192563374253847	-0.247804863222731	-0.0183940529905523	0.0127641700821757	-0.610111096001486	-0.0249687174492468	-0.346612124243108
"Abca9"	0.00528629331999662	-0.0304715567061608	0.031497919183921	0.0470452915792553	0.0157453671201452	0.0180677940083356	-0.0432147959404609	-0.233333106879017	0.107123132942502	-0.0350331277774788	0.252702037889354	-0.21418569824309	0.0625727762929241	-0.0125533621405012	-0.0789618655506321	-0.105204508533357	-0.198009817766653	-0.225912341362201	-0.0156708339946256	0.31472209617676	0.0740431091293484	-0.040990950046098	0.107648882454133	0.176068337408	0.0407747319461903	0.239834715912795	0.265200450583199	0.267953203908961	-0.051185348894738	0.0292771041517788	-0.0512272321321028	0.0776321806783141	-0.00994963223969271
"Abcb10"	0.00557777012830303	0.0358336779275338	-0.0488817544206851	-0.00500708123419017	-0.0199255524609401	0.00113976480247301	-0.403569893280933	0.444686235940493	-0.10784381285843	0.0463917468467609	0.207411438215919	-0.237065690990263	-0.323697832825184	0.0739606172997307	0.00641182907387087	-0.0481457739217214	0.0494530704424141	-0.252081746148407	0.133052372853396	-0.160604883157182	-0.178340263679946	-0.260258578548122	-0.321064070343721	-0.0825377218752213	0.276669127474339	0.0186385912305037	0.748503438220877	0.0907667056386104	-0.236172507112653	0.0369530126311336	0.0976399163732469	-0.0213159537380734	0.120710939189289
"Abcb11"	0.0364917235564947	-0.0462027199795966	-0.0151872167053604	0.00379557114716178	-0.0523927932145004	-0.0540473755453034	-0.0935916196540311	-0.113857674828961	0.129166500258866	0.127033626286762	-0.347748876195728	-0.0532275758297888	-0.0879659173256159	-0.187469928466514	-0.174631054853411	-0.0715243933979247	-0.162744145167752	-0.156421472207509	-0.404934018234105	-0.0358669006621797	0.188895451359628	-0.0751890404301624	-0.33538689208656	0.155135864449338	0.28121598662144	0.293300181178908	-0.275955843224046	0.0323269261514582	0.00305604243592475	-0.233930479515011	-0.0921637428266358	-0.178292501791586	0.186856228700957
"Abcb1a"	-0.0374556043866497	0.0055641918053295	-0.0590071662834573	-0.0494992070649278	-0.00962132923676706	-0.0591553152241641	-0.104439969540651	-0.0895146181738943	-0.234199315017779	-0.154905391596271	-0.130411149640958	0.0426789630524738	0.291268894422038	0.0820186068540278	0.0286303631437709	-0.167540451744262	-0.478261931646682	-0.101684009050162	0.461891584447376	-0.124660834529542	-0.0355738109922378	-0.315836343025358	-0.435127248794007	-0.47644005625162	-0.041709715043117	0.0811818058748372	-0.0389205242234912	0.100721936456137	-0.0357633480483155	-0.121206000426139	0.191049194696657	-0.098197508903	-0.242496669406278
"Abcb4"	-0.0291325520642317	-0.0154211537100261	-0.0103879629876016	-0.0427588496386417	-0.0496910728423853	-0.0107982422878652	-0.28259452623386	-0.140870634613787	0.170950724905525	-0.0570054227264705	0.227686474737214	0.106289302925647	0.014732526978778	0.00161191700668619	0.156518427618329	-0.182179814855183	0.0430365353104566	-0.142456569545213	0.0336509590398798	-0.0340865076926656	-0.0203200542722618	-0.17319752050888	-0.187215279680503	0.0168035623078406	0.000694473812594184	0.16149666447054	-0.104706940334849	-0.178660108845723	0.0420101041778565	0.0518557391378928	-0.0425358568688745	0.0290175125526951	0.0103934606865581
"Abcb5"	0.0239113445957123	0.0243548648918461	-0.00229363736592261	0.0275487125982962	0.00513037399537189	0.00631561603817392	0.177298211587713	0.263876955972109	-0.0608844074717987	0.119257762529769	-0.0970926638884705	0.0191563730601582	0.257398938457995	0.382750135020061	-0.0519573887647464	-0.00969658812328669	-0.0091028730747613	-0.0437012203778256	0.222442515798887	-0.161155135646145	0.0148730434317876	-0.0024097117735522	-0.0688377767202368	-0.276819661533863	0.359006341018841	-0.111133962394276	0.0317555937387004	-0.162367561031887	-0.289240159500002	-0.169035511144863	0.0419431671054281	0.165604263665917	0.165021276038751
"Abcb6"	0.0239940556107629	0.0361146321262849	-0.00874805286753448	0.0513374752368869	0.0173124522252373	0.0276721336791151	0.478617241438244	-0.220435287772732	0.284899487772402	-0.161926141753292	-0.00545277655055249	-0.11269692195035	-0.0267214713362158	0.156434547389001	0.204193381908822	0.227925176243876	0.234521384115458	0.17282464835413	0.361382841328167	-0.063148829751523	0.0794278568394638	-0.132240880513774	-0.259742084949755	-0.0183143091559653	0.239759183291955	0.0863160438886567	0.550393250787954	0.161819633804839	0.111057847352717	0.198476300815267	-0.0932535897922125	-0.0871909263670482	0.134295828000597
"Abcb7"	-0.677023335756189	-0.677165851500114	-0.54645699269765	-0.524728408061477	-0.493542425891756	-0.381847605518918	-0.636071167896084	-0.361424971326216	-0.740670776783885	-0.528042051144376	-0.316035197441735	-0.49977208346578	-0.188124213874475	-0.32955114876634	-0.55753926530383	-0.642841487069687	-0.637257402082632	-0.545148775639754	-0.793600835624165	-0.356594536646905	-0.433696290939831	-0.484596089200161	-0.581132458827075	-0.167234497270971	-0.480857442519855	-0.605445620587388	-0.677485736279109	-0.732794167167141	-0.619723124669834	-0.66506997770716	-0.529433576472591	-0.290027292979338	-0.304321635557588
"Abcb8"	0.0194866261232284	-0.0175165087301998	0.0153549225471281	0.044954886134847	0.0143307796278788	0.00699270183267395	0.534383298683968	-0.145416762907327	0.246827081777021	-0.0641612042512069	0.0260872310308146	-0.13435187668751	-0.0483196385946652	0.158915300356865	0.100056160424433	0.214414330716251	0.0349284866532726	0.0513087055589531	-0.0596480558128827	-0.28662853148107	0.0856213559092509	-0.0520235135366737	0.0717618795688004	0.091801193592846	-0.196119927062822	-0.0106058636155351	-0.0290918886317853	-0.166557934595074	0.253409259296915	-0.186380397525564	-0.0308912709222806	0.0366270596108156	-0.0619617094250287
"Abcb9"	-0.0706581875686756	-0.0160310505598377	-0.0746473584467992	-0.101448300907121	-0.028313826283177	0.00212852787080013	-0.366300847953868	-0.649169191832573	0.204116270944817	0.227537557194264	-0.248874104550741	-0.405604228616979	-0.626482316574775	-0.330269021726332	-0.479167051814564	0.169666920400542	0.152010990483405	0.0063672012286076	-0.315739570042373	-0.142893802550571	-0.223945919301782	-0.0137573666981471	-0.191876457827005	-0.092065785409305	-0.107996244372728	-0.309890417409815	-0.314970850438386	0.140501209426368	-0.395153114993957	-0.176359721373708	0.330180566376636	-0.118001453879987	-0.144649080758078
"Abcc1"	0.0110751172291641	0.00541408878745687	0.00531674372405292	0.0288856792670488	0.0041560490929043	0.00276106922357769	-0.0348078301812357	-0.0302928699771684	-0.0803929228194758	0.029146867736375	-0.0404684937609995	0.206260056312739	-0.0903354908335525	0.119587266346874	0.0314016197373435	-0.0287131329768837	0.170933076056151	0.0646909285196773	0.0850070726684927	0.279455767890321	0.0966081884834066	0.212403651393287	0.072546774343144	0.0242776841871374	0.0829255701484709	0.180362626389609	0.0793433960243038	-0.0928626601995501	0.300528418238891	0.149165961763855	0.30835721674735	0.031972089395469	0.376284471069296
"Abcc10"	0.0205598731501092	0.0436365035229734	0.0426776573994514	0.0727926710865858	0.01333866257463	0.0419326841640178	-0.0612425859249266	0.289794842493135	-0.144069726645305	0.348820791981252	-0.0312205467848979	0.31513322552729	-0.0433095226394893	-0.148713113760139	0.359845074984637	0.0592959976142658	0.00607053273552585	-0.113054307814978	-0.00937122743720774	0.104291339766016	0.0190579968998995	-0.43791458916039	0.323216959718571	0.0177226010770034	0.0318735318082881	0.149037683760241	0.344602974722232	0.274576607849455	0.138316220077344	-0.109390213978891	-0.0349753871761158	0.106245636870679	0.156887099040953
"Abcc12"	-0.0270224159487403	-3.83944263921465e-05	0.00867171537509165	0.0495967636344047	0.0046024480584912	0.00750609157129095	-0.0876211192119876	-0.0438861077930055	0.142223441587492	-0.179478505824538	0.185167057584479	-0.217358608185756	-0.0773420544154639	0.123209495262472	0.0708228383870247	0.378529789508963	0.127411816484515	0.0358110588972453	0.057904351245394	0.146633713720564	0.103083841964768	-0.0156731959068217	0.400717966357089	0.0466200719156886	0.28488183964792	0.0328555198634765	0.176366750304493	0.0837627161676243	-0.0703427058024911	-0.0817336538845581	-0.0083780534322256	-0.0856302556175732	-0.205739016421557
"Abcc2"	-0.0476391522088922	-0.0191657967371943	-0.00860221136565531	-0.070613135072802	-0.0449258246765283	-0.0372552503517476	0.197930051973516	-0.0916238110961872	0.00620187345803877	-0.19155117665383	0.0746281152268062	-0.285524963555151	-0.00999734342039756	-0.435235226909107	-0.191080708475522	-0.202943722083628	-0.111088435272304	-0.0931957677174397	0.137097790650599	0.178086216102136	-0.352967907071121	-0.380162824347511	0.0807466539612331	0.320074775628814	-0.0610101708965089	0.0906767780033906	-0.0800497069358141	0.0305295677210947	0.47639524523452	-0.428838032844799	-0.132192616826108	-0.250280852215565	0.129324028475628
"Abcc3"	-0.0294920912196809	-0.109890259597357	-0.0964684900371553	-0.0406132700755538	-0.0617150739517464	-0.0548913103889368	0.00874146389501205	-0.387829920772583	-0.365519738103921	0.164797695101531	-0.210976127744293	-0.310311397920603	0.132355272233521	0.0704097429137649	0.0570122594400549	-0.0288794568112969	-0.0474370298147691	0.182993869488788	-0.168779600548194	-0.361556003598708	-0.145028093054398	0.0450784126587436	-0.262911374204563	0.435223046357104	-0.288551812966632	-0.30328824810791	-0.416158690394115	-0.0531867768345032	0.201378466942542	-0.104938826881253	-0.104659135602537	-0.0382564201026722	-0.294645246124958
"Abcc4"	0.023714796834612	0.012366794193095	0.00988140182254042	0.0383995398327126	0.0351777804786299	0.0407826855765843	-0.0363626701903916	-0.230789203283196	-0.0276636727750985	0.543799816281564	-0.0386196681041194	0.00724974638740065	0.0296449474971713	0.539738323614916	0.0647713387510219	-0.118367938935868	-0.0466092812116305	0.286439594594386	-0.267493473163266	0.0378989697611727	-0.234190510029729	-0.140604559782705	0.0464272938369788	0.307977023211947	-0.152509450639399	-0.295407476364607	0.107706523509736	-0.11058846814756	0.00759080405929339	0.250231247757552	0.281998698350363	0.00402103582298065	0.0245992017772345
"Abcc5"	0.019368325288751	0.0307158821462732	0.0352943168049941	0.0135893545224307	0.0418023900313483	0.0439834632623863	0.121367893840663	0.166757295904691	-0.291965432354532	0.316182336385422	-0.111243220813566	-0.0680555783366005	0.0044198479079164	0.00747899943440733	0.0610052327169316	0.012970995309621	0.0391315906951728	-0.111832101028436	0.475748242916362	-0.0354079655508927	0.0686793230675248	-0.0793456014545528	-0.332702912484479	-0.0679131581537566	0.15593389778253	-0.11806438763457	0.708922307600517	-0.12680125132043	-0.0614087670132288	0.422100678585379	0.368534366459422	-0.016217231498745	-0.0333266348431488
"Abcc6"	0.023996272619422	0.0174402550640966	0.0719258282031759	0.03888960899949	0.0205034048338671	0.0470552738890091	-0.0520073046717437	-0.0641230421041366	0.282616785767978	0.256797766926824	-0.312208189522117	-0.0152526264788304	0.208638920901949	0.139188927537734	0.150375988539855	-0.0941493294207434	-0.199768577875427	0.189720426124387	0.212122882769978	0.284022099841022	0.475966917884219	-0.289529346574248	0.14737978852353	-0.0483506006270185	0.165282950542627	0.161764310728529	0.345967095231332	0.0864378551094005	0.302497296073318	-0.0488623459333737	0.225595078971527	0.200315979308748	-0.0631850983718947
