"Barcodes"	"P7"	"P3"	"B6"	"Nude"	"ThreeD"
"BRDN0003507033"	-0.0593077762232294	-0.0756186441319177	-0.138882162145608	0.00408163477299536	-0.58304095453436
"BRDN0003501393"	-0.0698882668140307	-0.0472458014616306	0.00898506047153712	-0.237756722353412	0.0855240827921398
"BRDN0003505537"	-0.203680064578834	-0.25925836404487	-0.329538659785762	-0.310640301740566	-0.822543095124677
"BRDN0003502772"	-0.136554497472332	-0.273900515026639	-0.342583699926137	-0.305733624102615	-0.513820392773992
"BRDN0003503824"	-0.0873592807106567	-0.0467770315186256	-0.0406075540310044	0.0533836930258219	0.0725835105207021
"BRDN0003502619"	-0.175448288320947	-0.328364918083478	-0.103629131981172	-0.193749306819943	-0.785483410311179
"BRDN0003500375"	0.0174866590935407	0.0425701054698542	-0.00578262886108858	0.281563378649642	0.274295762609312
"BRDN0003502410"	0.128491495931734	0.0170863313941805	-0.203220579822342	-0.12529364326229	-0.0138766544167801
"BRDN0003497656"	0.0622059897744843	0.0986361595030536	0.474670808886264	0.09673859817424	0.0367228566157526
"BRDN0003504261"	-0.0650257798119348	0.0464761217593427	-0.0192605642950774	-0.13913349976181	-0.115492311960542
"BRDN0003506710"	0.0951005036310961	0.103625245110164	0.0253529006621242	0.170663919850775	-0.0680867469281699
"BRDN0003506632"	0.104548163910039	0.0597055739195157	-0.196094926773031	0.107794263253161	-0.205279348587601
"BRDN0003501420"	-0.0338876641911593	-0.04421600790484	0.348197783750413	-0.12448118812998	-0.364883164840936
"BRDN0003494225"	-0.0776358334570973	-0.106599818121555	-0.212769679946135	-0.244240517873022	0.159320093442977
"BRDN0003506151"	-1.0757413943054	-1.33062777757981	-1.1030124037512	-0.909918183207677	-2.53955772926032
"BRDN0003509210"	-0.274624609978533	-0.429494831108925	-0.518885808141676	-0.663033481185255	-1.24415585973182
"BRDN0003504515"	-0.29002264811103	-0.215856644730358	-0.399431416446053	-0.487835680324955	-0.935855463539921
"BRDN0003511330"	-0.0993726250237266	-0.174129075560418	0.024203036952872	-0.166972566171868	-0.462566950111133
"BRDN0003498510"	0.0544314195525799	0.0104302443878662	0.303564876821351	0.174088895836502	-0.0665253176771331
"BRDN0003494871"	-0.25075711051553	-0.101467084813932	0.227284890055461	0.334959904539578	0.241010698833396
"BRDN0003508149"	-0.00450132179530871	-0.0186847896767673	0.204625101587841	0.284562196581841	0.106110216233509
"BRDN0003508436"	0.00377169773918764	-0.0237765416143008	0.15135170547739	-0.00538498447266129	0.173384980584076
"BRDN0003500298"	-0.0435087078074098	-0.0132402659985311	0.499269835888966	0.038137568523647	-0.309159426099679
"BRDN0003494108"	0.034371448439911	0.045668271318408	-0.00630318289878007	0.323210085544905	0.184140904360181
"BRDN0003509101"	-0.379159920175646	-0.331564196016977	-0.514303866609646	-0.16933636447221	-1.31165829765631
"BRDN0003496764"	-0.094059355680489	-0.187726778589292	-0.469604270044007	-0.0744373126323811	-0.768801942682984
"BRDN0003499352"	-0.0286472003078207	-0.0108242713633854	-0.0908658107854518	-0.178521230214537	-0.219430414657854
"BRDN0003499346"	0.0133788964095981	0.0298785354714235	-0.0231446891218148	-0.0496683431119372	0.297941559998983
"BRDN0003503961"	-0.0882900277326213	-0.0406221126917922	-0.0377105782014222	-0.0713859539127607	0.181516894262178
"BRDN0003503740"	-0.0870779644582282	-0.0486672694115801	0.0420301888363682	0.131172718725959	-0.146920057646511
"BRDN0003500964"	-0.0120703838886083	-0.010081648884214	0.0939640258124968	0.033600920272074	0.137680438570659
"BRDN0003509386"	0.0463812876348458	0.0408830147734803	-0.331533971929553	0.0227530189346523	-0.091223861743528
"BRDN0003501900"	-0.0419732565040761	-0.0168387224465586	-0.288034862361602	0.00219360840053263	0.414880854603045
"BRDN0003509695"	-0.0907809923685155	-0.112147051067505	-0.207963181085636	-0.182759123718515	-0.45267996962462
"BRDN0003503164"	0.00460128907725369	0.0240819791107189	0.206121736977636	0.0789880811871371	2.04993630622347
"BRDN0003507129"	-0.258442525552459	-0.385559831442526	-0.525661862143955	-0.435032504683942	-1.20132088564219
"BRDN0003500161"	-0.020587124847681	0.0350048563433324	0.0358948854309786	-0.0389344961409565	0.0356342140782966
"BRDN0003510377"	-0.0152218543035574	-0.0146806077671467	-0.0723347617484364	0.244759380852346	1.40368895416238
"BRDN0003509782"	0.0734144054784967	0.00648976871288014	0.217200907766408	0.0447112278094207	-0.209807855401615
"BRDN0003503858"	-0.0131217120632016	0.0262235258307843	0.0840249493197625	0.0256457865502245	0.258801268370111
"BRDN0003498517"	-0.373576602545716	-0.35156843566295	-0.579710931664043	-0.331049754350114	-0.834462274393583
"BRDN0003493723"	0.133178821671849	0.0789259200701998	0.175595361745747	-0.0549695306060536	0.198839709732513
"BRDN0003494274"	0.00288444570834204	0.0434009988650641	-0.0292012689483334	-0.0391249195027834	0.413423767601884
"BRDN0003495136"	-0.0143670395686066	0.00784336416474311	-0.106831485392622	-0.00716116322151976	-0.476121213451993
"BRDN0003493696"	0.0377789067700277	0.0171506571235866	-0.0879745950580994	-0.130892049401716	-0.196487422435078
"BRDN0003500170"	0.073655966158038	0.0425063828138072	-0.0275097866165352	-0.146052380476341	-0.14315021751526
"BRDN0003503506"	-0.0610405280968623	-0.0660931799646667	-0.0311029290679607	-0.287951781280749	-0.0344762896324336
"BRDN0003511687"	0.143779712017965	0.0783512374479305	0.0591393231137003	0.17375398232482	0.230149576671442
"BRDN0003510841"	-0.0853064183430848	-0.0597447487723312	-0.0303183107483268	-0.0879803921766762	-0.0507365915313795
"BRDN0003504965"	-0.35081790115823	-0.238369728773613	-0.340854551800538	-0.434828766793815	-0.341898317443405
"BRDN0003509908"	-0.135364727049486	-0.100918279992125	0.114915031129403	0.123880529482357	-0.441713726118206
"BRDN0003499694"	0.0280334193403667	-0.00860327246863191	-0.358959936494009	0.176041634467304	-0.366799267679085
"BRDN0003500437"	-0.0621554436756379	-0.0488799740123539	-0.0999567523442068	0.120617998718138	-0.554414581239565
"BRDN0003493935"	-0.0602996482131287	-0.044874787449726	-0.305385809842008	-0.113222747994426	-0.216477619048836
"BRDN0003500789"	-0.109559592532781	-0.00419419935333098	-0.277460864731265	-0.472560498570433	0.175576035450493
"BRDN0003508663"	-0.0690000607163314	-0.00177277431965593	-0.354392168926749	0.142040848432895	-0.0716734260455415
"BRDN0003493857"	0.0283664250617537	0.0303912707573819	-0.0192897886615787	0.0549102551250553	-0.0190032714935812
"BRDN0003503932"	0.015181835404508	0.0101662646526001	-0.0157400502546661	-0.0033587673633921	0.305280165497572
"BRDN0003498765"	0.048895422968956	0.03779348033757	0.046491533114345	-0.041062413266013	0.254185614726704
"BRDN0003504379"	-0.00908218557379428	-0.0107669551278852	-0.00245083123957455	0.148301649256181	0.78936487147571
"BRDN0003502381"	0.0350231285741191	0.0322422514815993	0.120978908595954	0.0643603036408448	-0.136777805408206
"BRDN0003499459"	0.0734000999407869	0.0876935323813961	0.205285403713507	0.342490451220957	0.357260099755911
"BRDN0003500421"	0.0304820934132598	0.0723936567582367	0.07283115559049	0.162912599859697	0.200356475595996
"BRDN0003496902"	0.00351476695090902	-0.028752577425946	-0.0684375318004719	-0.0304425188884281	0.315935029420909
"BRDN0003498789"	-0.0186854747951561	0.0503140698780633	0.00178950120932071	-0.137751222376545	0.223555119352047
"BRDN0003501242"	0.0931153143432991	0.112227434515451	0.29252840702302	-0.0700006911585885	0.126227059121126
"BRDN0003500430"	0.0870932548875722	0.0773561750744385	0.0122481456128879	0.163881184002774	0.293637360809862
"BRDN0003503447"	-0.090918613433775	-0.0925679659342934	-0.188959452480823	-0.140554353090514	0.489094708437694
"BRDN0003495800"	-0.0240480471932285	-0.0552297879943589	0.100262993916657	-0.044120174365525	-0.424299517861492
"BRDN0003497891"	0.0190153044942011	0.0674621702093811	0.208074222108383	-0.243815322212173	0.0958989718058166
"BRDN0003498077"	-0.0448347730872075	-0.0201397796746606	-0.040750122261151	-0.221940353877694	-0.347279795022905
"BRDN0003508685"	-0.75547612612248	-0.719225984270807	-0.0376077951126162	-0.100025166047608	-0.265531024470649
"BRDN0003506336"	-0.0759364916419631	-0.113442059549286	-0.128677290353093	-0.0877926393458309	-0.137683531077025
"BRDN0003496786"	-0.308157872970242	-0.352780377553408	-0.495819088646651	-0.40679322312905	-0.672409706345996
"BRDN0003510047"	-0.154126404165105	-0.0970623065710369	0.21458201599794	-0.441879151070941	0.0970608926379753
"BRDN0003497826"	0.0139041483839717	0.0292472600956012	0.0293343540577289	0.0990540903083142	0.0549916535070712
"BRDN0003493617"	-0.00340929349055654	-0.0583940456247748	0.0642268638517672	-0.254922706900736	-0.0913681960687091
"BRDN0003493551"	-0.917873100022087	-0.574407156699522	-0.604255279179095	-0.832189383192499	-0.407079324773457
"BRDN0003504863"	-0.535820395060377	-0.477281090610068	-0.591918700231689	-0.404602216850011	-1.50178471444992
"BRDN0003498590"	-0.0137460239819781	-0.0835736444625385	-0.0429011475873027	-0.11516704210711	0.0408968059472806
"BRDN0003507662"	-0.118979105934228	-0.0350527560479088	-0.0176501281916019	0.0212408372919862	0.757789532939431
"BRDN0003499507"	-0.0507769299086211	-0.0317905624175604	-0.0461400146211935	-0.212800533386865	0.331356796591104
"BRDN0003507930"	-0.0293217085023896	-0.0227678205939671	0.0302847269561596	-0.524690459658131	-0.125148834532307
"BRDN0003496211"	0.0506872986940194	0.0860378317612859	0.354716488224556	0.234514262999484	0.0821937507507021
"BRDN0003509702"	-0.0441850282939784	-0.0380767698987515	-0.369860901307885	-0.430542244752116	0.130554864442172
"BRDN0003507207"	0.0305261826428426	0.0348888441251027	0.202095151127145	0.315645975726513	-0.0854291450168857
"BRDN0003503806"	0.0328676326191417	0.0440297710279988	0.0602081971717805	-0.0341676428712683	0.253216246361965
"BRDN0003510372"	-0.0332777549727374	-0.0113299840437765	0.15929628626907	0.0364366685180808	-0.148044986677084
"BRDN0003495102"	0.0552560679680177	0.0810836170158237	0.3418215021162	0.272811895548779	0.381090192078462
"BRDN0003493656"	0.0388485703112451	-0.0111456582039059	-0.112477871012373	-0.0181574776907	0.157922485647587
"BRDN0003500547"	-0.038476520492655	-0.0536082937912866	0.197315341403489	-0.13106673200827	0.221107337628213
"BRDN0003506778"	-0.0354882371502678	0.00602354714564481	0.0805561820810643	0.0460478292918545	0.960874128674057
"BRDN0003505383"	-0.0832260198132889	-0.0424934823049909	-0.0336173558889702	-0.189250389978101	-0.095800706059677
"BRDN0003496963"	0.122805161638627	0.0122991388415621	-0.189429635743098	0.0196523685256369	0.476913816323036
"BRDN0003498670"	0.0381883068337902	0.0640309335406775	0.0834091895441438	0.220470056488115	0.185229834446476
"BRDN0003503201"	-0.137449656230484	-0.036841464682685	-0.291457080830377	0.0300050014879189	-0.231297613777653
"BRDN0003502047"	-0.0567261762543628	-0.0657362714170869	0.183170509165792	0.318612495174147	0.0615804651034415
"BRDN0003500318"	0.0198672902917241	0.0705689498099027	0.0214246339759977	0.105172776126685	0.281628514047604
"BRDN0003497793"	0.0390019710578845	0.0623039483526485	0.0360270913060053	-0.126401445865796	0.236813294197445
"BRDN0003504734"	0.0205810955447581	0.0231840803500776	0.282991163323406	-0.0433607602201145	0.00563852128318517
"BRDN0003496423"	-0.342869788334035	-0.343506681837258	-0.36395025246608	-0.179906270136741	-1.01658930714068
"BRDN0003504370"	-0.25199725673921	-0.328505993273205	-0.483551931915381	-0.335492141393218	-0.7008638389722
"BRDN0003495091"	-0.109168010212874	-0.181405084477371	-0.208990656710933	-0.142093294125691	-0.393816099919419
"BRDN0003504956"	-0.00628606031722364	-0.01313387844441	0.297096537596284	-0.018504258839056	0.447499085029093
"BRDN0003496282"	-0.0267433900919254	-0.108555885024702	-0.134975780595988	-0.135744602618111	-0.484015731150187
"BRDN0003498317"	-1.02845315221824	-0.76748948053429	-0.994124662123457	-0.980930710959321	-1.09815446636672
"BRDN0003495813"	-0.00807753465164153	0.0191827580973027	0.0511610708546189	-0.153512090540921	0.40522063404472
"BRDN0003497389"	-0.372674779389924	-0.327486444838405	-0.405271199140752	-0.116091562695587	-0.877675960068045
"BRDN0003502905"	-0.0157030283071289	-0.0430276024124419	0.0519008678502042	0.158169927658878	-0.0866073910273872
"BRDN0003500845"	-0.087354608672403	-0.079119160850151	-0.188895493188489	0.0842901275545924	-0.392826771324996
"BRDN0003503520"	-0.169820639950015	-0.165533556354235	-0.400949564634699	-0.420614219940543	-0.01411582560385
"BRDN0003504266"	-0.0391188664664794	-0.120575398745535	0.0321002799191418	-0.191995191706529	-0.656092941791348
"BRDN0003501239"	0.00691185017851883	0.049117497579498	-0.18177585798738	-0.0732634924798391	0.0227609727235279
"BRDN0003497896"	-0.307236944205051	-0.314696655023703	-0.376026785805916	-0.603472354733833	-1.09179820365344
"BRDN0003506287"	-0.14077528034725	-0.187942935441091	0.0045827858163936	0.0578772239618662	0.758015468199254
"BRDN0003493897"	-0.0888502120561169	-0.0940003480453849	0.0490583507703888	0.125763502333693	0.493375219028052
"BRDN0003503446"	-0.0879500221986969	-0.0600315276299438	-0.191491423934124	-0.15466775810661	-0.027596477527391
"BRDN0003497939"	0.0606182566387649	-0.00285684432451409	0.125291129030429	0.108295663951564	-0.0284049346477363
"BRDN0003497370"	0.00358206872365539	0.026717315230807	-0.0554486077327738	0.0455045908381196	0.285829473438241
